Message,Summary_T5_1,Summary_T5_2,Summary_Bart
"When did it become policy that if you book your room ONLINE you DON'T get your REWARDS points?  BS policy if you ask me. 

I tried to explain to the girl that she must be mistaken because we ONLY book online and yet are DIAMOND REWARDS members. When did it become policy that if you book your room ONLINE you DON'T get your REWARDS points?  BS policy if you ask me. 

I tried to explain to the girl that she must be mistaken because we ONLY book online and yet are DIAMOND REWARDS members.",When did it become policy that if you book your room ONLINE you DON'T get your REWARDS points? BS policy if you ask me. We ONLY book online and yet are DIAMOND REWARDS members.,if you book room ONLINE you lose REWARDS,"When did it become policy that if you book your room ONLINE you DON'T get your REWARDS points?  BS policy if you ask me. 

I tried to explain to the girl that she must be mistaken because we ONLY book online and yet are DIAMOND REWARANS members. When did it remain policy that when you book his room ONINE you DON'veT get Your REWARds points? M BS policyif you ask us. �"
"hello My name is Chiahsing Huang. I buy ,000 Choice Privileges Points, total is (4) sets at 'https://t.co/F1Z9uFuq5b' CONFIRMATION NUMBER is  and  at Oct , . 
 
It should be credit into my Choice Privileges account  total is for ,000 points , But I still not receive any points until Nov , , it is over  business days.  
 
I'm really worried.
I spend a lot of money to buy this points , but I still not receive it now.
 I hope you can understand this issue  and be sure to help me to solve it, please. My Choice Privileges account
member number81020612396
mailing addressNO.79 ., JIUGANG RD., KAOHSIUNG ,  TW

phone number886953627726 Thank you very much","I buy,000 Choice Privileges Points, total is (4) sets at 'https://t.co/F1Z9uFuq5b' It should be credit into my Choice Privileges account total is for,000 points.",my name is Chiahsing Huang buy. 5000 points,"hello My name is Chiahsing Huang. I buy,000 Choice Privileges Points, total is (4) sets at 'https://t.co/F1Z9uFuq5b' CONFIRMATION NUMBER is  and  at Oct,. 
 
It should be credit into my Choice Privleges account  total is for,000 points, But I still not receive any points until Nov,, it is over  business days"
Im so done with  showing nice pictures on their website and then you book and show up to this **it! #Nasty #Trifflin #imchoosingwyndham   Im traveling by car from Ga to Ma with my wife.  I  priceline'd a room when we got tired at an Econolodge in VA.  We booked a smoking room.  I walked into the lobby where I saw those things I posted   We never got into the room because the key didn't work.  The clerk said he couldn't get the key to work.  The hallway was filthy. He gave us our money back but this is the nd choice hotel we found in such deplorable conditions,I pricelined a room when we got tired at an Econolodge in VA. We booked a smoking room. The clerk said he couldn't get the key to work. The hallway was filthy.,soty #trifflin iââm choosingwyndham hotel,Im so done with  showing nice pictures on their website and then you book and show up to this **it! #Nasty #Trifflin #imchoosingwyndham   Im traveling by car from Ga to Ma with my wife.  I  priceline'd a room when we got tired at an Econolodge in VA.  We booked a smoking room. I walked into the lobby where I saw those things I posted   We never got
"Hello! I noticed on the Cambria hotel Somerville, MA website the info indicates the hotel opens in June . Previously i thought it was opening in . Can you confirm when bookings will begin or the approx month of opening?  Somerville Avenue, Somerville, MA, ","Hello! I noticed on the Cambria hotel Somerville, MA website the info indicates the hotel opens in June. Can you confirm when bookings will begin or the approx month of opening?",iââm thinking hotel opens June,"Hello! I noticed on the Cambria hotel Somerville, MA website the info indicates the hotel opens in June. Previously i thought it was opening in. Can you confirm when bookings will begin or the approx month of opening?  Somerville Avenue, Somerville. MA, "
My reservation #51291566 - Rob Zollinger. I would like to cancel this reservation and have the rewards points replaced into my account. Thank you Please respoind,Rob Zollinger made reservation #51291566 - Rob Zollinger. I would like to cancel this reservation and have the rewards points replaced into my account.,cancel reservation get rewards points back account,"My reservation #51291566 - Rob Zollinger. I would like to cancel this reservation and have the rewards points replaced into my account. Thank you Please respoind.My reservation 5129 1566 - R ZollING. I will like to canceled this reservation, have the reward points replaced in my account of Thank youI would like- cancel this reservations and have a rewards points said into my accounts. ThankYou Please respiind"
"Once again, while eating breakfast at a Choice Hotel, we were thrilled to watch the  pajama clad travelers parade through the breakfast room. These are not children. These are adults (?), unbathe and unshaved, making a disgusting appearance. I think the hotel should institute a dress code. Really tired of the pajama party in the breakfast room.  Felt like I was trapped in Walmart. Don Anderson (DXA08172) 
Waxahachie, Tx Comfort Suites
Arr: /5/2021 Choice Hotels -Done-","Choice Hotel, Waxahachie, Tx -Don Anderson -DXA08172 -Don Anderson - Don Anderson - DXA08172 -Don Anderson -Don Anderson -Don Anderson -don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson -Don Anderson.",a choice hotel guests parade pajama across breakfast room,"Once again, while eating breakfast at a Choice Hotel, we were thrilled to watch the  pajama clad travelers parade through the breakfast room. These are not children. Theseare adults (?), unbathe and unshaved, making a disgusting appearance. I think the hotel should institute a dress code. Really tired of the pajamo party in the breakfast Room.  Felt like I was trapped in Walmart. Don Anderson (DXA08172) 
Wax"
"Well, I guess it's time to get out of the pool because my drink is empty. This hotel doesn't have a swim up bar or offer bottle service. Not even for their Choice Privileges Rewards Members. I know because I checked.",This hotel doesn't have a swim up bar or offer bottle service. Not even for their Choice Privileges Rewards Members.,time get out pool hotel doesnâât offer swim up bar,"Well, I guess it's time to get out of the pool because my drink is empty. This hotel doesn't have a swim up bar or offer bottle service. Not even for their Choice Privileges Rewards Members. I know because I checked. well, I think because I will.Well,I guess it'm time to getting out of that pool becauseMy drink isempty. This town doesn't be a swim-up bar or offers bottle service and not even for them Choice"
"Always have promotional programs, never allow you to get the bonuses. Always come up with some way to deny you your promotional points. Difficult to get a response from anyone, hard to understand overseas call center employees. Choice hotels have really hit rock bottom, way before Covid pandemic. Have gone from -3 star hotels to .","Always have promotional programs, never allow you to get the bonuses. Always come up with some way to deny you your promotional points. Choice hotels have really hit rock bottom, way before Covid pandemic.",never allow you get promotional points,"Always have promotional programs, never allow you to get the bonuses. Always come up with some way to deny you your promotional points. Difficult to get a response from anyone, hard to understand overseas call center employees. Choice hotels have really hit rock bottom, way before Covid pandemic. Have gone from -3 star hotels to."
"    Yeah thats how I booked it. Through the CH app. Good idea.  Hello?  Please see this tweet. Was told a manager would return my wifes call to discuss a refund. That was /24. Still waiting. I will get this info asap. As for the incident, it was described in my initial tweet. There were intoxicated people screaming through the hallways around AM for about  minutes, and then again around :30AM for approx -20 minutes. My wife called the front desk twice, about  minutes apart, and both calls went unanswered. Upon checkout, the woman at the counter mentioned that there was a disturbance in the hallways and my wife said she would be calling the manager in hopes to get a refund for the repeated inconvenience. She called on /24 and as I said, was told the manager was not available at the moment but would call her back shortly. They did not. She called back on /25 and was told the same thing. No one has called. This has now been over  weeks and still no response. No refund. No apology. Nothing. I have been a Choice Hotels customer for many years. I will no longer be using Choice until this is resolved and refunded. I gave the hotel location in my initial tweet. Woodspring Suites, Bethlehem PA (4016 Christian Spring Rd). Our stay was /22 to /23, and the room was under my wifes name. Angela Pironti Agreed. Account number is pictured. 
  Maple Ave
Woodland Park NJ 
 -926-5446
 ","The incident was described in my initial tweet. There were intoxicated people screaming through the hallways around AM for about minutes, and then again around :30AM for approx -20 minutes. My wife called the front desk twice, about minutes apart, and both calls went unanswered. As I said, was told a manager would return my wife's call to discuss a refund. That was /24. Still waiting. This has now been over weeks and still no response. No apology. Nothing.",good idea woman calls hotel manager says shes waiting,"    Yeah thats how I booked it. Through the CH app. Good idea.  Hello?  Please see this tweet. Was told a manager would return my wifes call to discuss a refund. That was /24. Still waiting. I will get this info asap. As for the incident, it was described in my initial tweet. There were intoxicated people screaming through the hallways around AM for about  minutes, and then again around :30AM for approx"
"I stayed at Quality Inn at  I-10 Service Rd New Orleans on November th. Trash was all over the parking lot. People loitering outside. The locks on my door in the room were broken. Shopping carts outside my door i felt so unsafe. I was placed in a dirty room & had to be placed in a cleaner one. I usually have a good experience with choice hotels!     Confirmation number:  Markyta Pomerlee Yes i would like to accept that offer. Thank you for attempting to make it right.

Member number: MTP9937

My Address is   W. th Street Apt  
Hattiesburg MS 

Email:  Also the hotel took a $20 deposit from my card when i checked in. It was supposed to be released & refunded to me. Its been  days & the charge has now posted to my bank account instead of being returned to me",Hotel took a $20 deposit from my card when i checked in. It was supposed to be released & refunded to me. I usually have a good experience with choice hotels!,iââm going stay hotel takes $20 deposit bank account,I stayed at Quality Inn at  I-10 Service Rd New Orleans on November th. Trash was all over the parking lot. People loitering outside. The locks on my door in the room were broken. Shopping carts outside my door i felt so unsafe. I was placed in a dirty room & had to be placed ina cleaner one. I usually have a good experience with choice hotels!    Confirmation number:  Markyta Pomerlee Yes i would
"I  travel for business and I stayed at one of your hotels last night. At around  pm I wake up to a gangbanger in my room trying to explain the office gave him the key because he stayed there the night before and left his GUN CLIP in the bathroom . I want to speak to an upper management Econolodge   FM RD  
HOUSTON , TX 

Date of arrival : -10-21 Listen I am not checked in. I left at  am . There WAS A STRANGER IN MY ROOM WHILE I WAS ASLEEP . HE WAS GIVEN THE KEY. Im calling the media and my attorney . Thanks He didnt just accidentally get the wrong room. He was in my room before I woke up and was in the bathroom when I woke up.",At around pm I wake up to a gangbanger in my room trying to explain the office gave him the key because he stayed there the night before and left his GUN CLIP in the bathroom. He was in my room before I woke up and was in the bathroom when I woke up.,woke up to gangbanger hotel gave me key,"I  travel for business and I stayed at one of your hotels last night. At around  pm I wake up to a gangbanger in my room trying to explain the office gave him the key because he stayed there the night before and left his GUN CLIP in the bathroom. I want to speak to an upper management Econolodge   FM RD  
HOUSTON, TX 

Date of arrival : -10-21 Listen I am not checked in"
this is the nd reservation i have not received  email confirmation after making a reservation why??? Not getting my email confirmation with reservations never mind i got it,Not getting my email confirmation with reservations never mind i got it wrong. Not getting my email confirmation with reservations never mind i got it wrong.,iââm getting email confirmation nd reservation,"this is the nd reservation i have not received  email confirmation after making a reservation why??? Not getting my email confirmation with reservations never mind i got it. This is the Nd reservationi have not been  email confirm after makinga reservation why!!! Not gettingMy email confirmation of making a reserved why??? ""Not getting it"
"We've been staying there almost two months while we look for a house and the front desk told us they don't give discounts for long term stays anymore. So are they wrong or is this ad misleading? Adam Ridley Same! Had to buy a mattress topper but even then, my back is dying!",Front desk told us they don't give discounts for long term stays anymore. So are they wrong or is this ad misleading?,ad says discounts longer stay us wrong Adam,"We've been staying there almost two months while we look for a house and the front desk told us they don't give discounts for long term stays anymore. So are they wrong or is this ad misleading? Adam Ridley Same! Had to buy a mattress topper but even then, my back is dying!"
"To whom it may concern: I just checked out of your hotel in Scottsdale, AZ, the Papago Inn. While most of the stay was ok, my experience to end my visit was so terrible I may never stay at a Choice Hotel again. I would offer feedback through your website but I assume that if I submit feedback on a specific hotel it goes to the hotel GM and my poor treatment was at the hands of the general manager so that is not an option. For your reference my confirmation number was  and I stayed checked in on Monday, November  and checked out today, Saturday, November . I was told that checkout time was noon, but in an attempt to be courteous to the cleaning staff and because I needed to return my rental car I was out of the hotel around :30. I did leave my suitcase at the front desk as my flight is not until this evening and I wasn't ready to go to the airport. I returned my car around noon and walked the handful of blocks back to the hotel with the plan to find somewhere to sit and get some work done before departing for the airport. When  I returned to the hotel I was told a couple of places where I could sit and work but first I needed a restroom. I asked where a restroom I could use was and was told there was not one. Without getting too far into detail I was in a situation where I needed a restroom. This was not a situation where I just wanted to go freshen up. The Papago Inn is in an area largely surrounded by apartments and  car dealerships. There weren't many options for another place to go. I mentioned to the woman at the front desk (who turned out to be the GM) that I had just spent about $500 there and the past  nights. I simply needed a restroom. She said that there was nothing she could do. I asked about the attached restaurant's restroom and she said it has been closed since COVID started. She wasn't allowed to let people any restroom. I asked if there was one nearby and she told me that I could go to the Circle K down the street maybe half a mile. This wasn't a satisfactory response, but as I mentioned I needed a restroom so with no car I started walking to the nearby Circle K. A little while later I arrived at the Circle K and was told that they didn't have a public restroom either (I hadn't spent any money there so that was an entirely different situation). At this point I left and started back to the hotel. I called the front desk and the same woman answered. I reiterated that I needed a restroom and ask whether this was an issue related to COVID protocols. I have family that works in healthcare and have taken COVID very seriously. I continue to wear a mask indoors and am fully vaccinated with my booster. The manager said that it is a COVID issue at which point I mentioned that if they are concerned about COVID maybe they should consider requiring masks for their staff as I hadn't seen any staff with a mask on since I arrived at the hotel. This really set her off and she began absolutely screaming at me. I may not have handled the situation well myself but her behavior was unacceptable from someone who I had just spent $500 with and a full  days giving business. Again, my suitcase was at the front desk so I decided to return to the hotel, plead one more time for access to a restroom and go from there. When I returned to the hotel the manager hid in the office, trying not to give me any service. I asked loudly if I could at least get my bag. She came out and gave me my bag screaming at me the whole time then rushed out of the lobby, reminding me I was on camera as she went. I had a family member on the phone through this last stop at the Papago Inn and in response I said I had done nothing illegal or wrong. I just needed a restroom. I decided from that point that I would take my bag and get an Uber to the airport  hours early for my flight so that I could use a restroom at the airport. I stepped outside the lobby into the driveway and waited in the parking lot for my Uber and left for the airport. This was a very simple situation. There were a variety of ways it could have easily been resolved. Again, all I needed was either access to a restroom or a nearby place where I could go to get access. The Choice Hotels affiliated hotel GM refused to give me either. Sending me to a location that didn't have a restroom and then berating me when I became upset and panicked. After  nights at a hotel when I was as low maintenance of a guest as possible. I didn't require anything. When my floor mat for outside my shower looked dirty I didn't mention it and when the hotel phone had no power cord I called to the desk on my cell to let them know that I didn't need the phone but wanted them to be aware of the issue. When the free wireless wasn't working and I couldn't access the internet with my computer I called down to the front desk, asked if something was wrong with it. The front desk employee said it was working fine for him and I moved on. This experience was an absolutely terrible way to end a trip and leaves an awful taste in my mouth. I should also mention that I asked if there was a manager I could speak to or who I could reach out to and was told that she was the manager. I asked if there was a general manager and she told me that was her as well. I asked who I could speak to above her and she said ""That would be the owner and they are out of state so you can't talk to them."" I recognize that Choice Hotels is a massive company and many of the hotels are franchised, but the Papago Inn is listed as part of the Choice Hotels family and I can tell you that this reflects extremely poorly on the entire corporation in my eyes. When I travel I have many options for hotels. I chose a Choice Hotel this time and may not again.",The Papago Inn is in an area largely surrounded by apartments and car dealerships. When I returned to the hotel I was told a couple of places where I could sit and work but first I needed a restroom. Without getting too far into detail I was in a situation where I simply needed a restroom.,iââm going stay hotel GM says woman,"To whom it may concern: I just checked out of your hotel in Scottsdale, AZ, the Papago Inn. While most of the stay was ok, my experience to end my visit was so terrible I may never stay at a Choice Hotel again. I would offer feedback through your website but I assume that if I submit feedback on a specific hotel it goes to the hotel GM and my poor treatment was at the hands of the general manager so that is not an option. For"
"Well dont ever book  rodeway inn south Miami. Been waiting almost two hours for a shuttle bus and the hotel wont even answer their phone. Cancel my reservation only to find out its not refundable. Stay away people. My confirmation number i believe is . Supposed to arrive yesterday November  for one night at rodeway inn south Miami coral gables. I booked through my airline employee travel portal. I put a special note to the hotel I would need a shuttle at pm. We arrived on an earlier flight at :30. Waited an hour then when no shuttle had arrived like the other hotels that rotate, I started calling. I called  times from my phone. Used one of the airport police officers phone and called  times. Nobody would answer. And when they did all you could hear was laughing or typing on a keyboard in the background or silence. I was traveling with a  year old and  year old and ended up waiting three hours at the airport before cancelling and booking another hotel that had a shuttle. Not once did they answer the phone and actually speak to me or a shuttle for their hotel ever go by. An airport police officer sat with me for over an hour waiting in case I missed it. It never came once between :30-midnight while we were there. ",Supposed to arrive yesterday for one night at rodeway inn south Miami coral gables. I put a special note to the hotel that I would need a shuttle at pm. When no shuttle had arrived I started calling and used one of the airport police officers phone and called times. Not once did they answer the phone and actually speak to me or a shuttle for their hotel ever go by.,stay away people call hotel cancelling flight,Well dont ever book  rodeway inn south Miami. Been waiting almost two hours for a shuttle bus and the hotel wont even answer their phone. Cancel my reservation only to find out its not refundable. Stay away people. My confirmation number i believe is. Supposed to arrive yesterday November  for one night at rodewayinn south Miami coral gables. I booked through my airline employee travel portal. I put a special note to the hotel I would need a shuttle at pm.
"I stayed at a Clarion last night in Pensacola, FL. This hotel is one of the WORST I have ever stayed in.  You should be embarrassed to have your name on this place!  There was no one at the front desk to greet us upon arrival and no one answered the phone.  We happened to run into a maintenance guy who got the FD clerk.  The room was dirty and most of the lights broken.  There is no smoke detector.  The floor was sticky!  People were sleeping in cars in the parking lot!  No cold water or ice.  Abysmal conditions!  Only stayed here because unfamiliar with the area.  I have another reservation for December in NC and hope my experience is better.  You should close this one for safety.",The hotel was dirty and most of the lights broken. There is no smoke detector. People were sleeping in cars! No cold water or ice.,youâ embarrassed name on hotel room stayed 1st time,"I stayed at a Clarion last night in Pensacola, FL. This hotel is one of the WORST I have ever stayed in.  You should be embarrassed to have your name on this place!  There was no one at the front desk to greet us upon arrival and no one answered the phone.  We happened to run into a maintenance guy who got the FD clerk.  The room was dirty and most of the lights broken.  There is no smoke detector."
"Ive slept in some pretty shitty hotels in my life, mostly as a  year old at places like Ocean City, Maryland but damn this Sleep Inn & Suites near the Baltimore airport is the worst.  no amount of renovations would help this place. You should just demolish it   $92   $92   Not that Ive seen. We were there with another family so moving hotels was out. Will be complaining more come Monday.    I tweeted some pics of the terrible hotel we were at a whole thread  Ill try to get you that in the am. At an event at the moment we booked through and my wife is working with them on a refund i definitely think this place should be visited by someone from corporate though the mold/mildew room was our second, we moved from our first because it previously had a smoker in it and the smoke detector was removed and one of the sprinklers was wrapped up in a towel i don't know how house cleaning cleared either of those two rooms for occupants another person in our group checked in and back out again after an hour or so because they had a mouse in their room we were on , the other family was on  we had to have a tv switched also, and the maintenance guy was helpful, but also a little annoyed because he was supposed to be done with shift at pm and it was almost  and he was still there",The Sleep Inn & Suites near the Baltimore airport is the worst. No amount of renovations would help this place. You should just demolish it $92 $92 Not that Ive seen. We were there with another family so moving hotels was out.,iââve slept inns as a year old butt says worst,"Ive slept in some pretty shitty hotels in my life, mostly as a  year old at places like Ocean City, Maryland but damn this Sleep Inn & Suites near the Baltimore airport is the worst.  no amount of renovations would help this place. You should just demolish it   $92   92   Not that Ive seen. We were there with another family so moving hotels was out. Will be complaining more come Monday.    I tweeted some"
"WoodSpring Suites Thanks, other then cost I have few complaints.
I had stayed at this location about a week when it was BRAND NEW.
Several years later everything is very well maintained and the staff was friendly and knowledgeable.
Again I'm not complaining, only encouraging the consumer to remember BUYER BEWARE.
lol, I've never complained when WS has given me unreal rates.
Thanx!!! ",WS has given me unreal rates. Thanx!,ws suites great service customer review,"WoodSpring Suites Thanks, other then cost I have few complaints.
I had stayed at this location about a week when it was BRAND NEW.
Several years later everything is very well maintained and the staff was friendly and knowledgeable.
Again I'm not complaining, only encouraging the consumer to remember BUYER BEWARE.
lol, I've never complained when WS has given me unreal rates.
Thanx!!! "
"Hi im a choice member and I would just like to let you know I will never be using choice hotels again and I will be using my platform and telling everyone I know to do the same. 

I have a friend who travelled to the Rodeway Inn in Colorado Springs and her personal information was provided to a male staff member who proceeded to contact her. Not even the minimum of a refund was provided to her. 

We have contacted local news media and will be taking this to our contacts in DC because this behavior is absolutely unacceptable. Women should be reasonably safe at your establishments and we have received the message loud and clear that women will not be protected in your spaces. 

I am relentless and will not give up. I will tell everyone I know not to use your establishments especially women. I will contact bigger platforms as well as advocacy groups to hold you guys accountable. No one should have to pay to be violated. And you providing personal information to predatory staff members and not even refunding your guests is indicative of your priorities as a company. 

I assure you this will not be the last you hear about this situation, but as of today you lost year another guest, who once spoke highly of your company and intended to use your establishments for business. 

I hope you guys feel secure in your choice to dismiss what could have ended in a dangerous encounter and making it clear that the privacy of your clients will not be respected. As I feel secure in mine pursuing this relentlessly as I do not stand for the commodification of women. 


-Joaly Nicole Cuba Cruz","-Joaly Nicole Cuba Cruz: I will never be using choice hotels again and I will be using my platform and telling everyone I know to do the same. She says female staff members provided her personal information and not even the minimum of a refund was provided to her. Castro: ""I am relentless and will not give up""",youll never use choice hotels again a choice member,"Hi im a choice member and I would just like to let you know I will never be using choice hotels again and I will be using my platform and telling everyone I know to do the same. 

I have a friend who travelled to the Rodeway Inn in Colorado Springs and her personal information was provided to a male staff member who proceeded to contact her. Not even the minimum of a refund was provided for her. taboola
We have contacted local news media and will be"
"The Quality Inn in Spring Hill FL is an absolute joke!!!! Roaches, a manager that curses out employees and customers. Rooms that are dirty. Stay away!!!!!!!","The Quality Inn in Spring Hill FL is an absolute joke!!!! Roaches, a manager that curses out employees and customers. Rooms that are dirty. Stay away!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",hotel inn is an absolute joke manager curses staff,"The Quality Inn in Spring Hill FL is an absolute joke!!!! Roaches, a manager that curses out employees and customers. Rooms that are dirty. Stay away!!!!!!! 
|100||+=300-59-99-1-m
-49-5-9-F|The Quality Network in Spring Hills FL isAn absolute joke!!!!! Roaches/a manager that cursed out employees of customers. rooms that aredirty. Stay"
"I wouldnt book another reservation on you website or toll free number if my life depended on it.  Worst customer service I have ever experienced.  I tried to book a  night stay in Acworth GA  Comfort Inn with the % members only madness sale.  Couldnt get it when attempting online so I called toll free reservations & after waiting for eternity, rep acted like they didnt know anything about madness % sale.  I will just reserve through Priceline since they are cheaper & a lot easier to deal with","Worst customer service I have ever experienced. Can't get it when attempting online so I called toll free reservations & after waiting for eternity, rep acted like they didn't know anything about madness % sale.",worst customer service ever experienced traveller,"I wouldnt book another reservation on you website or toll free number if my life depended on it.  Worst customer service I have ever experienced.  I tried to book a  night stay in Acworth GA  Comfort Inn with the % members only madness sale.  Couldnt get it when attempting online so I called toll free reservations & after waiting for eternity, rep acted like they didnt know anything about madness % sale. M I will just reserve through Priceline since they are cheaper"
Hi I have a question about a name change to my account,Hi there I have a question about a name change to my account.,question a name change account,"Hi I have a question about a name change to my account.Hi I will be a question of aName change to our account 
-Hi I've a question that he has a question for a name love to my accounts,000-Hi we have a questions about a names change tomy account"
"These points are useless. We're supposed to get a hr late checkout but have been allowed to do so on  visit out of . Points are useless. As a diamond member we're supposed to get a hr late checkout-out of the last  stays we we're allowed this once. As someone who works night shift alot it was in fact a selling point. Points are useless, as a diamond member I'm supposed be able to get a hr late checkout. Out of my last  stays I've been allowed this once. I work alot of nightshift and this was a selling point.",Diamond member we're supposed to get a hr late checkout-out of the last stays we we're allowed this once. As someone who works night shift alot it was in fact a selling point.,weââre supposed get hr late checkout points,"These points are useless. We're supposed to get a hr late checkout but have been allowed to do so on  visit out of. Points are useless As a diamond member we're supposed-out of the last  stays we we're allowed this once. As someone who works night shift alot it was in fact a selling point. Points are wasted, as a diamond members I'm supposed be able to geta hr late checking. Out of my last ays I've been allowed this"
"I need to reach out to someone higher than the GM urgently  Before I expose Woodspring Suite Good afternoon. So my husband and I booked a room from th October,  thru th November,  due to us buying a home and the closing was suppose to happen with this time. Okay fast forward to th November, I went to the front desk to extend our stay because the closing is taking longer than expected. So I extended until th November, . So this morning, the th November as I am getting my daughter dressed for school, A staff by the name Paris knocked so hard I thought it was the police and said check out is at  am dont forget. So I replied but I paid until tomorrow which is the th November, . I have my proof where I paid so I showed the GM Dominique and she insisted that I own so because I have my children here and I didnt have no other options I paid for it and now I have gotten my lawyer involved because its not fair Hi Jendy, did you miss what I said? The General Manager is the person who refuses to acknowledge the error but you know what I will make it known what happen There are tons of bad reports at this Carol Stream location. I would never recommend this to my dog WoodSpring Suites I would never ever recommend my dog to stay with you guys. I booked a room from th October,  thru th November,  and before the th, I went to the front desk on the th to extend until the th Nov. only to be awakened by Paris a cleaner to inform me that I had to check out now because the room where me and my three kids were staying until the closing our our home was done has been sold to accommodate someone else. I proceeded to the front desk where the General manager Dominique McCoy insisted that it was not her problem that the other lady made a mistake and my children and I were to get out in the cold. I have proof of the payments and I am warning  any other person who has intentions of staying at  Woodspring Suite  N Gary Ave. Carol Stream, IL  not to. The level of professional is a negative zero and zero cant be negative. 

In addition to that, there was a night where a lady knocked on my door and I phoned front desk to let them know and Derrick was on and try made me feel like it was nothing and I should not call the cops. When morning came and I asked how is it possible Derrick then told me that oh the lady was lost how the hell did she get lost and choose my door to knock on because according to property rules you need a room key to pass the security door for the rooms. Besides that the scent of drugs is so strong in the hotel every morning. People please do not waste your monies going there.  WoodSpring Suites I have my proof and I will take this further  BradJen Heaton I am still waiting on their reply I have my proof and I will get my lawyer involved ","Woodspring Suite in Carol Stream, IL has been selling its home to accommodate an unnamed buyer. The owner of the property says it is not her problem that the other lady made a mistake. I have proof of the payments and I am warning any other person who has intentions of staying at Woodspring Suite N Gary Ave. Carol Stream, IL not to.",gm told me that my dog would stay hotel till tomorrow,"I need to reach out to someone higher than the GM urgently  Before I expose Woodspring Suite Good afternoon. So my husband and I booked a room from th October,  thru th November,  due to us buying a home and the closing was suppose to happen with this time. Okay fast forward to th November- I went to the front desk to extend our stay because the closing is taking longer than expected. So I extended until th November:. So this morning, the th"
"Worst hotel chain I've ever been. Stayed at a location in Florida in May. Woke up and noticed blood on our blanket. Blood did not belong to either my wife or myself. On top of that cockroaches everywhere including food areas in the lobby. Choice refuses to refund us our money and just wants to offer points for a future stay. Worst customer service. *go ahead keep deleting my comments. I'll just keep reposting.* Hi I am responding to a comment left for me on one of your Facebook ad/posts. The hotel was the quality inn at   US Highwsy  North,  Palm Harbor Florida. May  -16,  confirmation number R2498821773.  We informed hotel management immediately of the incident of the blood on the sheet as well as the bugs. My complaint went unanswered. I contacted corporate numerous times and was only offered k points for a free night. It was by far one of the worst experiences I have had in a hotel. All I asked was for my money back. Choice Hotels message just sent.  if thats the best you can do I guess I'll have to accept. It's a shame that the location ignored this whole incident. It's a shame we had to go through this. My address as of December th is  Chiswick Ave apt  littleton, NH   -895-5036

My current address until /4/2021 is:
  woodlawn st 
Apt 
Winchendon, MA 
 
This address is changing on December th. I would just send it to the new address if it is going to take -6 weeks. We will be there in  weeks. I don't trust thst it will get forward to the new address if it comes to the old one.  Chiswick Ave
apt 
Littleton, NH ",Choice Hotels refuses to refund us our money and just wants to offer points for a future stay. Worst customer service.,worst hotel chain ever visited,Worst hotel chain I've ever been. Stayed at a location in Florida in May. Woke up and noticed blood on our blanket. Blood did not belong to either my wife or myself. On top of that cockroaches everywhere including food areas in the lobby. Choice refuses to refund us our money and just wants to offer points for a future stay. Worst customer service. *go ahead keep deleting my comments. I'll just keep reposting.* Hi I am responding
I reserved a week at the one in Forest Hill.  The front desk lady asked me to check the room before she does the paperwork.  I went to the room.  There was some type of plaster all along both sides of the hallway like it was being remodeled.  I opened the door and there was an awful smell.  I turned on the light and to the right was the kitchen and a roach ran along the back wall.  I went back and canceled the reservation and stayed at a competitor.,The front desk lady asked me to check the room before she does the paperwork. I opened the door and there was some type of plaster all along both sides of the hallway. I went back and canceled the reservation and stayed at a competitor.,roach runs along back wall makes it feel like new hotel,I reserved a week at the one in Forest Hill.  The front desk lady asked me to check the room before she does the paperwork.  I went to the room.  There was some type of plaster all along both sides of the hallway like it was being remodeled.  i opened the door and there was an awful smell.  M turned on the light and to the right was the kitchen and a roach ran along the back wall. IA went back and canceled
How long can you stay at a play like this and is there one in Decatur IL or champagne il,How long can you stay at a play like this and is there one in Decatur IL or champagne illustrative ,cant stay at a play like decatur IL champagne,"How long can you stay at a play like this and is there one in Decatur IL or champagne il. 
-gallery-c||How longCan you stayat a playlike this and was there one of DecaturIL or champagneil."
