Message,Summary_T5_1,Summary_T5_2,Summary_Bart
"Dear Ladies and gentlemen,
I am Dylan from SUNGIVENFOODS, SUGIVEN FOODS is a company committed to making people healthier by providing them with delicious, healthy food. We have  years exporting and importing experience in FOOD STUFF. Our firm has the professional packaging design department and experienced procurement, QC team, and established business relations with more than  manufacturers. As the Mid-Autumn Festival approaches, we will promote the mooncake program in the United States. As a special video of the Mid-Autumn Festival, a traditional Chinese festival, mooncake represents reunion and missing. It is a very memorable food. If you are interested in food, I believe you will also like it. We very sincerely hope that people who are interested in this can talk and cooperate. Please contact me by email. my email : 
Best wish.
SUNGIVENFOODS Dylan","Dylan from SUNGIVENFOODS, SUGIVEN FOODS is a company committed to making people healthier by providing them with delicious, healthy food. As the Mid-Autumn Festival approaches, we will promote the mooncake program in the United States.",company committed making people healthier food,"Dear Ladies and gentlemen,
I am Dylan from SUNGIVENFOODS, SUGIVEN FOODS is a company committed to making people healthier by providing them with delicious, healthy food. We have  years exporting and importing experience in FOOD STUFF. Our firm has the professional packaging design department and experienced procurement, QC team, and established business relations with more than  manufacturers. As the Mid-Autumn Festival approaches, we will promote the mooncake program in the United States. As a special video of the Mid/Autumn festival, a traditional Chinese festival, mooncake represents reunion and missing. It is a very memorable food. If you are interested in food, I believe you will also like it"
"Is it normal for the milk in glass bottles to get too hot? Philips Avent hello, this is the item and United States.  Philips Avent  Philips Avent will do thanks! nan Here is my proof of purchase and address, the glass bottles get too hot for baby and I have to add ice. Philips Avent private message sent,  Ok thanks so much Warming milk it happens every time we use glass bottles We have water to line Water is room temperature and covers all the milk I will send a pic when I get up from chair, baby is sleeping Milk was from fridge so cold Not on before placing in Warming for  min Wrist I understand the instruction, works fine for plastic bottles  oz in bottle set to  on warmer I dont want to be without the unit for that long, can you send the replacement first? nan","Is it normal for the milk in glass bottles to get too hot? Philips Avent hello, this is the item and United States.",nan sends pic baby gets colder using milk,"Is it normal for the milk in glass bottles to get too hot? Philips Avent hello, this is the item and United States.  Philips Aeva  PhilipsAvent will do thanks! nan Here is my proof of purchase and address, the glass bottles get too cold for baby and I have to add ice. Philips Aevin private message sent,  Ok thanks so much Warming milk it happens every time we use glass bottles We have water to line Water is room temperature and covers all the milk I will send a pic when I get up from chair, baby is sleeping Milk was from fridge so cold Not on before placing in Warming for  min Wrist I understand the instruction, works fine for plastic bottles  oz in"
"Raised complaint for my Philips Vaccum cleaner which under company warranty on /6/2021 , but no service person came to repair my vaccum cleaner and even customer service is not solving my problem . Solve issue or else to I have to go to consumer court   Raised complaint for my Philips Vaccum cleaner which under company warranty on /6/2021 , but no service person came to repair my vaccum cleaner and even customer service is not solving my problem .    Hello thanks for your response..I called customer care on /6/2021 but still no response...call me to my number   Hi I have message you my contact number but no response    Hi I have message you my contact number but no response   It's almost  days passed still no one person has been contacted me     Sure thanks a lot","Raised complaint for my Philips Vaccum cleaner which under company warranty on /6/2021, but no service person came to repair my vaccum cleaner and even customer service is not solving my problem. Solve issue or else to I have to go to consumer court Raised complaint for my Philips Vaccum cleaner which under company warranty on /6/2021.",customer service fails resolve complaint vaccum cleaner,"Raised complaint for my Philips Vaccum cleaner which under company warranty on /6/2021, but no service person came to repair my vaccum cleaner and even customer service is not solving my problem. Solve issue or else to I have to go to consumer court   Raised complaintFor my Philips Vacum cleaner who under company warranties on / 6/20 21, but No service person went to repair his vaccum cleaners and even customers service is Not solving my problems.    Hello thanks for your response..I called customer care on /600/201 but still no response...call me to my number   Hi I have message you my contact number but no response   i Hi I has message you"
"Hi there.
I am having an ifraphil lamp type H . I need to replace the bulb but I can not find the W bulb in the market anymore. Is it safe for the appliances if I just use the w one which available in the market now. Thanks. I am from Bogor Indonesia. I just found this lamp that used to belongs to my parents. The bulb is not off actually but having a lot of sratch on it. Is it ok? This is my lamp. This is what the bulb looks like now The bulb No I haven't. This is what I have now. My concern is that the old bulb is scratchy. I am afraid that if I keep using it, it will not functioning properly. 
Then Not functioning properly because of the scracth.
But then if I buy a new bulb, I can not find the same bulb. What available now in the market is W. If I buy the w anyway, will it be too hot for the lamp? Let say will it explode? Ok, no worries. I will just go to the shop tomorrow and ask them. Thank you for your asisstance.","I need to replace the bulb but I can not find the W bulb in the market anymore. What available now in the market is W. If I buy the w anyway, will it be too hot for the lamp? Let say will it explode?",iââm using ifraphil lamp canâât find one anymore,"Hi there.
I am having an ifraphil lamp type H. I need to replace the bulb but I can not find the W bulb in the market anymore. Is it safe for the appliances if I just use the w one which available in the field now. Thanks. I am from Bogor Indonesia. I just found this lamp that used to belongs to my parents. The bulb is not off actually but having a lot of sratch on it. Isit ok? This is my lamp. This is what the bulb looks like now The bulb No I haven't. Thisis what I have now. My concern is that the old bulb is scratchy. I are afraid that if I keep using it, it will not"
"I have been trying to find a contact telephone number/ web chat but your customer services appears to be non existent. Can you help at all please? Hi, its the Lumea prestige. I purchased this via Amazon and am concerned as the box shows model BR1494 but the appliance and instruction manual show model BR1497 nan nan Many thanks  Hi Nick, I hope this is ok for you. I would also like to add that I got this Lumea at a discounted price as I joined up to Prime nan Thats great thanks, so even though the packaging is a different model number then its nothing to worry about? Its just that I had read reviews which some people were saying they had received used Lumeas . Thanks , Gail","Hi Nick, I purchased this Lumea via Amazon and am concerned as the box shows model BR1494 but the appliance and instruction manual show model BR1497 nan nan Many thanks, Gail.",cant help mea customer service appears nonexistent nan,"I have been trying to find a contact telephone number/ web chat but your customer services appears to be non existent. Can you help at all please? Hi, its the Lumea prestige. I purchased this via Amazon and am concerned as the box shows model BR1494 but the appliance and instruction manual show model BR15097 nan nan Many thanks  Hi Nick, I hope this is ok for you. I would also like to add that I got this Lumei at a discounted price as I joined up to Prime nan Thats great thanks, so even though the packaging is a different model number then its nothing to worry about? Its just that I had read reviews which some people were saying they had received used Lume"
" hi guys you said you were getting a specialist team to contact me yest but not heard anything? What is going on??  This is poor, you used to be able to do this on the hdmi input setting but you've disabled that option since the firmware update. Problem is that the TV can't process hdr properly so the picture is terrible! Can this be fixed in the next update please? Just back to how it was?  There used to be the option to change the hdmi input setting to standard (none dynamic) which deactivated hdr processing on the signal on that input? Which seems to have been removed on the lastest firmware update?  Sorry i meant optimal  Ah okay thanks, i guess I'll just have to put up with the poor hdr processing ",The TV can't process hdr properly so the picture is terrible! Can this be fixed in the next update please?,youve disabled hdmi input option since firmware update," hi guys you said you were getting a specialist team to contact me yest but not heard anything? What is going on??  This is poor, you used to be able to do this on the hdmi input setting but you've disabled that option since the firmware update. Problem is that the TV can't process hdr properly so the picture is terrible! Can this be fixed in the next update please? Just back to how it was?  There used to get the option to change the hDmi inputsetting to standard (none dynamic) which deactivated hdr processing on the signal on that input? Which seems to have been removed on the lastest firmware update?  Sorry i meant optimal  Ah okay thanks,"
"Thanks again for your assistance. The wifes wont charge and it flashes rapidly. Dont see an answer on the website Tried a different charger but not a different outlet will try tonight.  My apologies, I never hit send . Proof of purchase attached. Jason Dougherty  Patriot Dr Logan Twp NJ  -513-5295 USA Thanks Paul. I will try the reset when I get home. Laura said it was flashing rapidly one morning and it wouldnt turn on. No shower or bath tub use Tried the reset, it blinked rapidly then returned to the constant blinking. Wont power on  Thank you. ","The wifes won't charge and it flashes rapidly. Tried the reset, it blinked rapidly then returned to the constant blinking.",wifes phone flashes rapidly apologises website,"Thanks again for your assistance. The wifes wont charge and it flashes rapidly. Dont see an answer on the website Tried a different charger but not a different outlet will try tonight.  My apologies, I never hit send. Proof of purchase attached. Jason Dougherty  Patriot Dr Logan Twp NJ  -513-5295 USA Thanks Paul. I will try the reset when I get home. Laura said it was flashing rapidly one morning and it wouldnt turn on. No shower or bath tub use Tried the reset, it blinked rapidly then returned to the constant blinking. Wont power on  Thank you. "
"Hi, i have a spare Sonicare for kids toothbrush handle and was looking to get some toothbrush heads for my husband and i to use with it.  The sonicare for kids info says you must use only sonicare for kids toothbrush heads but then on the toothbrush heads page it says all heads are compatible with all handles and when you look at some of the adult heads they say compatible with ""for kids"" handle.  So am i right in thinking that i can use any of the sonicare heads with the sonicare for kids handle?  I am not worried about bluetooth connection with the kids app or anything. nan Thank you, here it is. Thank you, that is helpful.",Sonicare for kids info says you must use only sonicare for kids toothbrush heads. But on the toothbrush heads page it says all heads are compatible with all handles.,iââm looking toothbrush heads sonicare for kids,"Hi, i have a spare Sonicare for kids toothbrush handle and was looking to get some toothbrush heads for my husband and i to use with it.  The sonicare forKids info says you must use only sonicarefor kids tooth brush heads but then on the toothbrush points page it says all heads are compatible with all handles and when you look at some of the adult heads they say compatible with ""for kids"" handle.  So am i right in thinking that i can use any of the sonicare heads with the sonicre for kids handle?  I am not worried about bluetooth connection with the kids app or anything. nan Thank you, here it is. Thank you- that is helpful."
"I have tried to make a warranty claim on a nasal hair remover that's faulty and your website said it can't be booked for a faulty exchange and to contact Philips Consumer Care.  Article Name
Nose trimmer series  Gentle nose, neck and sideburns trimmerNT5171/15 It was working fine and then stopped all if a sudden. I've tried changing the batteries several times without success - I'm convinced it's a motor issue. Thank you OK thanks I'll try what you suggested. Thx Nick, the first thing on your list has got it going.
Thanks again ",Nick has tried to make a warranty claim on a nasal hair remover that's faulty. Your website said it can't be booked for a faulty exchange and to contact Philips Consumer Care.,website says faulty nasal hair remover canâ booked,"I have tried to make a warranty claim on a nasal hair remover that's faulty and your website said it can't be booked for a faulty exchange and to contact Philips Consumer Care.  Article Name
Nose trimmer series  Gentle nose, neck and sideburns trimmerNT5171/15 It was working fine and then stopped all if a sudden. I've tried changing the batteries several times without success - I'm convinced it's a motor issue. Thank you OK thanks I'll try what you suggested. Thx Nick, the first thing on your list has got it going.
Thanks again "
"Hi. I bought the Speed-Pro Aqua on  April . I was charging the vacuum cleaner last night when I removed it a while to vacuum somewhere urgently. Then, when I re-connected the charger and with the adaptor power turned on, I couldn't charge the vacuum cleaner at all.
Please advise on the issue and what I should do. Thank you. nan Hi. Thank you for your reply. The photos are shown attached. nan Hi. I can't find the receipt for the purchase at Courts at Ang Mo Kio, but I know I bought it on  April .
My contact number and email address are  and  nan nan Yes, you have been very helpful. Thank you.","nan Hi. I bought the Speed-Pro Aqua on April. Can't find receipt for purchase at Courts at Ang Mo Kio, but I know I bought it on April.",nan hi. thank you buying speed pro aqua,"Hi. I bought the Speed-Pro Aqua on  April. I was charging the vacuum cleaner last night when I removed it a while to vacuum somewhere urgently. Then, when I re-connected the charger and with the adaptor power turned on, I couldn't charge the vacuum cleaners at all.
Please advise on the issue and what I should do. Thank you. nan Hi. Thank You for your reply. The photos are shown attached. nan H. I can't find the receipt for the purchase at Courts at Ang Mo Kio, but I know I bought it on April.
My contact number and email address are  and  nan nan Yes, you have been very helpful. ThankYou."
"Hi, I ordered some new filters earlier this week by leaving a message on the answerphone. This morning I received a letter regarding my Dreamstation, but it was incorrectly addressed, omitting my house number. Fortunately our postie knows me and delivered it.
Please can you confirm that you have my correct address by and that the filters have been dispatched?

George Flashman, , Montague Side,
Oakwood Grange, 
Basildon,
Essex,
SS14 GS.

Kind regards 
George. Thank you Hi, I ordered some new filters earlier last week by leaving a message on the answerphone. This morning I received a letter regarding my Dreamstation, but it was incorrectly addressed, omitting my house number. Fortunately our postie knows me and delivered it.
Please can you confirm that you have my correct address by and that the filters have been dispatched?

George Flashman, , Montague Side,
Oakwood Grange, 
Basildon,
Essex,
SS14 GS.

Kind regards 
George.","George Flashman,, Montague Side, Oakwood Grange, Basildon, Essex, SS14 GS.",thankfully postie knows me and sends correct address,"Hi, I ordered some new filters earlier this week by leaving a message on the answerphone. This morning I received a letter regarding my Dreamstation, but it was incorrectly addressed, omitting my house number. Fortunately our postie knows me and delivered it.
Please can you confirm that you have my correct address by and that the filters have been dispatched?

George Flashman,, Montague Side,
Oakwood Grange, 
Basildon,
Essex,
SS14 GS.

Kind regards 
George. Thank you Hi, I order some new filter earlier last week by holding a message of the answerword. This night I receiveda letter regarding his Dreamstation- but it is"
"CT1004 Laser desalinhado Sim Obrigada por chamar a Philips Healthcare, bom dia!

O equipamento  modelo  	Brilliance CT Big Bore Oncology? Pertence  	FUNDACAO DE BENEFICENCIA HOSPITAL, e est localizado no endereo AV DESEMBARGADOR MAYNARD 
Aracaju-SE -210
BR O equipamento est parado, ou funciona mesmo com a restrio? Funciona com Restrio 

A ANVISA solicita a resposta das seguintes perguntas de segurana:
O problema foi identificado durante uso clnico? No 
Algum se feriu?nao Podemos manter os dados abaixo:

Maysa Lima Menezes	  
 No Obrigada MR0178 Nvel de Hlio Sim Qual  o problema do equipamento? Nvel do Hlio

O equipamento est parado, ou funciona mesmo com a restrio?funcionando

A ANVISA solicita a resposta das seguintes perguntas de segurana:

O problema foi identificado durante uso clnico? No

Algum se feriu?nao Podemos manter os dados abaixo:

Maysa Lima Menezes	  
 No Obrigada",O problema foi identificado durante uso clnico? No Algum se feriu?nao Podemos manter os dados abaixo: Maysa Lima Menezes No Obrigada MR0178.,oscars maysa menezes no obsrigada,"CT1004 Laser desalinhado Sim Obrigada por chamar a Philips Healthcare, bom dia!

O equipamento  modelo  	Brilliance CT Big Bore Oncology? Pertence  
FUNDACAO DE BENEFICENCIA HOSPITAL, e est localizado no endereo AV DESEMBARGADOR MAYNARD 
Aracaju-SE -210
BR O equipamenti est parado, ou funciona mesmo com a restrio? Funciona com Restrio 

A ANVISA solicita a resposta das seguintes perguntas de segur"
"Good morning! I'm a first time mom and I have to admit, I'm a bit overwhelmed by the different kinds of bottles that are available now days for babies. I was wondering if you would consider sending me a sample bottle for newborn so I could give it a try. I was told by lots of moms that Avent is a great bottle, but also, not to buy too many too soon since you never know what your baby will like. Again, it's confusing! Haha I would really appreciate a sample bottle of possible and if baby likes it, then I will gladly buy a whole set. Thanks in advance! Hope you have a great day! Wonderful, thank you for your quick response!  I live in the province of Quebec, Canada. Here's my email address:  Perfect!! Thanks!  Ok, thank you! Same for you all!! ","Good morning! I'm a first time mom and I have to admit, I'm overwhelmed by the different kinds of bottles that are available now days for babies. I was wondering if you would consider sending me a sample bottle for newborn so I could give it a try.",first mom asks me a sample bottle newborn,"Good morning! I'm a first time mom and I have to admit, I'm A bit overwhelmed by the different kinds of bottles that are available now days for babies. I was wondering if you would consider sending me a sample bottle for newborn so I could give it a try. I been told by lots of moms that Avent is a great bottle, but also, not to buy too soon since you never know what your baby will like. Again, it's confusing! Haha I would really appreciate a sample bottled of possible and if baby likes it, then I will gladly buy a whole set. Thanks in advance! Hope you have a great day! Wonderful, thank you for your quick response!  I live in the province"
"  Received a duplicate product. Have returned the first time but again got the same duplicate product. How can you allow a seller to continue sending fake product of a well known brand philips. This model comes with titanium coated blades as shown on app Hi Team Philips
I ordered trimmer flipkart .please check the invoice. The original trimmer comes with titanium blade but the fake product is coming with simple blade also the logo of philips have different font and the product cannot be registered on website too.     My contact no. Is  and  Yes sure you can provide me with denial letter as they have sent me the duplicate product twice. 
Also try stopping the duplicacy of your brand as i was aware about the product but other people might not be and it will spoil ultimately philips india name as the product i received is of a very poor quality Just branding is done similar to philips  What should i say to them Ok Thank u. I have returned the product now",Received a duplicate product. Have returned the first time but again got the same duplicate product. How can you allow a seller to continue sending fake product of a well known brand philips. This model comes with titanium coated blades as shown on app.,cant stop seller sending fake product philips india buyer,"  Received a duplicate product. Have returned the first time but again got the same duplicate product... How can you allow a seller to continue sending fake product of a well known brand philips. This model comes with titanium coated blades as shown on app Hi Team Philips
I ordered trimmer flipkart.please check the invoice. The original trimmer comes with Titanium blade but the fake product is coming with simple blade also the logo of philips have different font and the product cannot be registered on website too.    My contact no. Is  and  Yes sure you can provide me with denial letter as they have sent me the duplicate product twice. 
Also try stopping the duplicacy of your brand as i was"
"I used my credits for two pacifiers and never received them. So disappointing  Hello  my name is Marielli I have an account on advent Phillips for moms and had my credits of  points and used them to get the blue pacifiers for my baby coming in  weeks and I still havent received them. Its been almost a Month since I claimed them. Philips Avent will do now.  Orlando,Fl United States  I dont have a tracking number as this was done through the mom space website for Phillips Avent United States I havent been able to contact them due to my pregnancy and being so busy.","I used my credits for two pacifiers and never received them. Its been almost a Month since I claimed them. Philips Avent will do now. Orlando,Fl United States",woman uses credit for pacifiers never receives,"I used my credits for two pacifiers and never received them. So disappointing  Hello  my name is Marielli I have an account on advent Phillips for moms and had my credits of  points and used them to get the blue pacifiers for my baby coming in  weeks and I still havent received them, Its been almost a Month since I claimed them. Philips Avent will do now.  Orlando,Fl United States  I dont have a tracking number as this was done through the mom space website for Phillips Avent United States I havent been able to contact them due to my pregnancy and being so busy."
"I am trying to report an issue with a web page on product information. The EP series of espresso makers. The hyper link to the product information on EP5447 goes to the specs of EP4347 I was trying to compare the features of the two and it is not possible. It would be great of you could, at a glance have the three side by side with check marks with features. There are so many different variations even within the EP , EP4300 that its hard to figure out what one can do that the other can not. I'm in the usa. The espresso lattego ep5447 and ep4347","The EP series of espresso makers. I was trying to compare the features of the two and it is not possible. There are so many different variations even within the EP, EP4300 that its hard to figure out what one can do that the other can not.",hyperlink to product info goes to specs ep4347,"I am trying to report an issue with a web page on product information. The EP series of espresso makers. The hyper link to the product information on EP5447 goes to the specs of EP4347 I was trying to compare the features of the two and it is not possible. It would be great of you could, at a glance have the three side by side with check marks with features. There are so many different variations even within the EP, EP4300 that its hard to figure out what one can do that the other can not. I'm in the usa. The espresso lattego ep5447 and ep4347"
"My daughter used to take breastmilk from this bottle, then she stopped. She gets rather fussy and mad when we try to feed her. This makes me nervous, as I am her sole source of food. Any advice?  Thank you.  Philips Avent sorry, I was unclear. She will not take the bottle at all now. She moves her head away from it and gets super cranky. I will look into a different nipple, but Im not sure if that will do the trick.  Philips Avent yes, she typically latches with no problem, unless she is overly tired or excited about the world around her. Do you have a link to the natural nipple?  Thanks! Philips Avent USA  Philips Avent thank you!","My daughter used to take breastmilk from this bottle, then she stopped. She gets rather fussy and mad when we try to feed her. This makes me nervous, as I am her sole source of food.",daughter takes breastmilk bottle stops feeding,"My daughter used to take breastmilk from this bottle, then she stopped. She gets rather fussy and mad when we try to feed her. This makes me nervous, as I am her sole source of food. Any advice?  Thank you.  Philips Avent sorry, I was unclear. She will not take the bottle at all now. She moves her head away from it and gets super cranky. I will look into a different nipple, but Im not sure if that will do the trick.  Phillips Avent yes, she typically latches with no problem, unless she is overly tired or excited about the world around her. Do you have a link to the natural nipple?  Thanks! Philips Aeva USA"
"Hi my toothbrush has stopped working details are: 
HX939W 

This is the third replacement in  years! See attached original receipt nan Thank you. Its stopped charging Ive tried multiple charge points but still doesnt work Ive also downloaded to app to try install updates but I cant connect as my toothbrush wont turn on nan Yes Ive tried in my bathroom downstairs and still no joy  No light when placed on the charger and it sits on my sink so no metallic surface and no other chargers around Hi nick the receipt is from my original purchase Ive had  replacement brushes since then therefore Im still in warranty Please send me a voucher to my email ",Hi my toothbrush has stopped working details are: HX939W This is the third replacement in years! See attached original receipt nan Thank you!,my toothbrush stops working 3rd replacement in years,"Hi my toothbrush has stopped working details are: 
HX939W 

This is the third replacement in  years! See attached original receipt nan Thank you. Its stopped charging Ive tried multiple charge points but still doesnt work Ive also downloaded to app to try install updates but I cant connect as my tooth brush wont turn on nan Yes Ive trying in my bathroom downstairs and still no joy  No light when placed on the charger and it sits on my sink so no metallic surface and no other chargers around Hi nick the receipt is from my original purchase Ive had  replacement brushes since then therefore Im still in warranty Please send me a voucher to my email "
Hi there. I bought an expensive Phillips sonicare toothbrush and havent used it very much but it is faulty. Is this something you could help with? Thanks Miranda The toothbrush keeps loosing power and cutting out Yes I have charged for hrs No problem. I can send a picture. The toothbrush however was a gift so I dont have proof of purchase nan Hello this is a picture of the toothbrush nan Hi there. Yes Ive checked and tried those things  Hi there. Im so sorry I cant locate the receipt. What should I do? Ok thanks Ed. It needs replacing sadly and has hardly been used. Ill have a look online and would be grateful for the discount. Thanks Thanks its  Thank you,Hi there. I bought an expensive Phillips sonicare toothbrush and havent used it very much but it is faulty. The toothbrush keeps loosing power and cutting out Yes I have charged for hrs No problem. I can send a picture. The toothbrush however was a gift so I dont have proof of purchase nan Hi there.,faulty toothbrush sends picture using gift,"Hi there. I bought an expensive Phillips sonicare toothbrush and havent used it very much but it is faulty. Is this something you could help with? Thanks Miranda The toothbrush keeps loosing power and cutting out Yes I have charged for hrs No problem. I can send a picture. The tooth brush however was a gift so I dont have proof of purchase nan Hello this is a picture of the toothbrush nan Hi there. Yes Ive checked and tried those things  Hi there, Im so sorry I cant locate the receipt. What should I do? Ok thanks Ed. It needs replacing sadly and has hardly been used. Ill have a look online and would be grateful for the discount. Thanks Thanks its  Thank you."
"Good evening, I purchased a Philips Sonicare toothbrush in June , sadly the spindle-like part onto which the brush head fits seems very loose and wobbly. This also happened to my previous Philips Sonicare after  years, not just one please can you help? Maxine Pepper nan nan nan Thank you Thank you Chloe, I really appreciate your kind offer. The pink is fine! 
Maxine Pepper  Trinity Vicarage Rd 
Hinckley
Leicestershire 
LE10 BU 

Thanks, Maxine Thank you so much, Im really impressed with the fast and helpful response Maxine Will do! Have a great day Hi Chloe, the new handle arrived today, thank you. Maxine","Maxine Pepper nan nan Thank you Chloe, I really appreciate your kind offer. The new handle arrived today, thank you!",sadly my previous Sonicare toothbrush gets stuck spindle,"Good evening, I purchased a Philips Sonicare toothbrush in June, sadly the spindle-like part onto which the brush head fits seems very loose and wobbly. This also happened to my previous Philips Sonicre after  years, not just one please can you help? Maxine Pepper nan nan Thank you Thank you Chloe, I really appreciate your kind offer. The pink is fine! 
Maxine Pepper  Trinity Vicarage Rd 
Hinckley
Leicestershire 
LE10 BU 

Thanks, Maxine Thank you so much, Im really impressed with the fast and helpful response Maxine Will do! Have a great day Hi Chloe, the new handle arrived today, thank you"
"Hi. I have a Philips AirFloss Pro that is emitting a whistling sound when the button is pressed. On the general AirFloss troubleshooting page, I have found the tip to clean the vent near the reservoir lid but this doesn't make any difference.
 
The model number is HX8340 (purchased /9/19 from Amazon), but I can't find any specific help for this model number on the website. Please can you assist?


Many thanks. nan nan Thanks. The order is in my wife's name. Please use  Thanks. Hi. Never been dropped/submerged to my knowledge. Stored on a bathroom shelf, as you'd expect really. nan Yes, no difference. Thank you. 

Mr Matthew Collins  Wharnscliffe Drive
York
YO30 WB
 Will do. Thank you so much for your help. Hi Chloe, just letting you know the replacement arrived yesterday. Thanks again. Matthew","Philips AirFloss Pro is emitting a whistling sound when the button is pressed. The model number is HX8340 (purchased /9/19 from Amazon), but I can't find any specific help for this model number on the website.",nan nan thanks using airFloss model number,"Hi. I have a Philips AirFloss Pro that is emitting a whistling sound when the button is pressed. On the general AirFlloss troubleshooting page, I have found the tip to clean the vent near the reservoir lid but this doesn't make any difference.
 
The model number is HX8340 (purchased /9/19 from Amazon), but I can't find any specific help for this model number on the website. Please can you assist?�
Many thanks. nan nan Thanks. The order is in my wife's name. Please use  Thanks. Hi. Never been dropped/submerged to my knowledge. Stored on a bathroom shelf, as you'd expect really. nan"
"Hi, I have tried to download the My Lumea app and it doesn't work here in Canada and the link provided doesn't work to help me set up, unlock the extra years warranty or to keep track on my useage. 
Please can you advise me on what to do. Thanks I have purchased this product (see picture) and it asked me to download the app related to it or use the webpage provided but it still won't give me any information nan nan nan This is what it shows when I look for the app suggested How can I keep track of my sessions and use the device? That's great thanks! nan Thank you! I will look at that. I will do thank you. You too!","Hi, I have tried to download the My Lumea app and it doesn't work here in Canada. The link provided doesn't work to help me set up, unlock the extra years warranty or to keep track on my useage.",cant download mylumea app canada link works nan nan,"Hi, I have tried to download the My Lumea app and it doesn't work here in Canada and the link provided doesn't know to help me set up, unlock the extra years warranty or to keep track on my useage. 
Please can you advise me on what to do. Thanks I have purchased this product (see picture) and it asked me to download The app related to it or use the webpage provided but it still won't give me any information nan nan nan This is what it shows when I look for the app suggested How can I keep track of my sessions and use the device? That's great thanks! nan Thank you! I will look at that. I will do thank you. You too!"
"Hello, I have a problem with an order. I received a voucher with % discount because on the  st of June it was my birthday, I made an order on the  st and paid. Today, as I did not receive any more info about the order, I opened the webiste and discovered that my order has been cancelled (not by me). So I tried to make a new one but now the voucher does not work anymore. Can you please help? This was the order I placed and foudn misteriously canceled:
Bestelling: 
Geplaatst op: -6-21
Status: Geannuleerd
Totaal:  ,73 thanks ok thanks!",A voucher with % discount was sent to me on my birthday so I placed an order. Today I opened the webiste and discovered that my order has been cancelled (not by me) So I tried to make a new one but now the voucher does not work anymore.,iââve got a problem getting a voucher birthday,"Hello, I have a problem with an order. I received a voucher with % discount because on the  st of June it was my birthday, I made an order on the m st and paid. Today, as I did not receive any more info about the order, I opened the webiste and discovered that my order has been cancelled (not by me). So I tried to make a new one but now the voucher does not work anymore. Can you please help? This was the order I placed and foudn misteriously canceled:
Bestelling: 
Geplaatst op: -6-21
Status: Geannuleerd
Totaal: ,73 thanks ok thanks!"
"I just received my premium sterilizer with dryer. The automatic setting doesnt work. Just flashes. Wont heat up and steam, nor does it dry nan Tried to run just a sterilization and the light just blinks. Never seems like it gets warm enough, still water left at the bottom and never shuts off as if its complete. Same with the auto cycle, never sterilizes or goes to the dryer mode. Just flashes. The dryer mode alone does work lights up just as my bottle warmer does. Isnt a continuous flash, and you can actually hear the dryer running To the first explanation, on auto it doesnt seem to heat up much. But even after an hour it doesnt ever go into drying mode. nan -693-1491 is my phone
 is my email Thank you","nan Tried to run just a sterilization and the light just blinks. Never seems like it gets warm enough, still water left at the bottom and never shuts off as if its complete. Same with the auto cycle, never sterilizes or goes to the dryer mode. Just flashes. The dryer mode alone does work lights up just as my bottle warmer does.",dryer mode works just like bottle warmer nan,"I just received my premium sterilizer with dryer. The automatic setting doesnt work. Wont heat up and steam, nor does it dry nan Tried to run just a sterilization and the light just blinks. Never seems like it gets warm enough, still water left at the bottom and never shuts off as if its complete. Same with the auto cycle, never sterilizes or goes to the dryer mode. Just flashes. The dryer modes alone does work lights up just as my bottle warmer does. Isnt a continuous flash, and you can actually hear the dryER running To the first explanation, on auto it doesnt seem to heat up much. But even after an hour it doesnt ever go into drying mode. nan"
"I registered a complaint regarding my Microoven is not working properly and it's auto on off I registered complaint as on  June  but still no one is call me back and no budy is visit , I already complaint  times My complaint no is  Really I am very very disappointed from Phillips Product 
Afroz Alam Ansari
Kolkata  Hello team Philips what happened?? Where is your technician??
I think it's too much time I complaint  to  times regarding my Induction in not working since  June

( Plz correct as first msg MICROOVEN = INDUCTION ) Yes our products issue is resolved, And thanks for asking for resolving confirmation","I registered a complaint regarding my Microoven is not working properly and it's auto on off I registered complaint as on June but still no one is call me back and no budy is visit, I already complaint times My complaint no is Really I am very very disappointed from Phillips Product Afroz Alam Ansari Kolkata Hello team Philips what happened?? Where is your technician??",complaint filed my microoven working auto onoff,"I registered a complaint regarding my Microoven is not working properly and it's auto on off I registered complaint as on  June  but still no one is call me back and no budy is visit, I already complaint  times My complaint no is  Really I am very very disappointed from Phillips Product 
Afroz Alam Ansari
Kolkata  Hello team Philips what happened?? Where is your technician??
I think it's too much time I complaint  to  times regarding my Induction in not working since  June

( Plz correct as first msg MICROOVEN = INDUCTION ) Yes our products issue is resolved, And thanks for asking for resolving confirmation"
