Message,CaseNumber,Summary
customer said yes. customer asked is anyone available to chat. agent said hi william please let us know how we could be of service to you wed be happy to offer you our assistance. customer said i have broken the seal on my pads pack for my hear start replacement pack do i need a new pack how do i get one. agent said thanks for your reply william we will be more than happy to check if you need a new pack are you referring to the heartstart and could you send us a picture of the model number of your device this should be found on the product itself could you also share with us your location as then we can find more specific information for you we look forward to your reply. agent said hello william we are still here to give you assistance please fee free to be in touch with us again thanks,4447703, william has broken the seal on his pads pack for his ear start replacement pack and needs a new one. He will send them a picture of his location and send them more specific information about his device so that they can help him find a new pack for him. They will also send him a photo of his device.
customer said hey hi what the price liter oxygen concentrator and warranty. customer said my whatsapp no. agent said hello ravi and thank you for contacting us in this matter could you kindly let us know is you want to inquire about our simplygo portable oxygen concentrators or are you interested in home oxygen system also a confirmation of your country of residence would be a huge help thank you in advance,4447708, the price for a liter oxygen concentrator and warranty is PLN million. Customer is interested in a home oxygen system and needs a confirmation of her residence.   Customer said her WhatsApp number is no. customer said her Whatsapp number is her real residence. Ravi will check it out with the company.
customer said the rubber o ring is broken on our coffee machine. customer said we need a replacement o ring as we just bought the machine in july. agent said hi emily thanks for your message regarding your coffee machine we are sorry to hear that a part has become faulty could you just confirm your country of residence and send us a copy of your proof of purchase as then we can help you more effectively well look out for your reply,4447738, the coffee machine that customer bought in July is broken. They need a replacement. The customer will send them a copy of her residence details so that they can send her proof of purchase to confirm her residence and send her a form form her residence so that she can chip in for the replacement.
customer asked how much does this go for. agent said hi and thank you for reaching out you can find more information on our dedicated website we hope this helps. agent said hi we were wondering if you need any additional assistance feel free to let us know. customer said i sure will thanks a lot. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4447773," customer asked how much does this go for. The website has more information on their dedicated website. It will only take a minute to complete the survey. If any more help is needed, customer will send them an additional assistance via social media so that they can help her on social media."
customer said prologue done so happy to be back on this race and ready for the first stage tomorrow mchphotocz husqvarnaht dafy_moto husqvarnamotorcycles viltais michelinmotorcycle shad_motorcycle_cases furyganofficiel renonceworld idmotion fivegloves shoeieurope fmfvision moracofr updesignmoto kutvek niemannfrey philipsfrance funnelweb_filter philipsautomotivelighting alphanumeriq bbb iponelube wp_suspension barrat_automobiles barrat_automobilies_moulins unibeo gardenicecafe_france thetoolscompany apcenergie cmdata marcyparis boudottp rouerguealu cabinetracine villedemoulins allierdpt ffmoto fivegloves dakarrally,4447842,", but the customer said the prologue done. The first stage is due tomorrow. Customer said it's so happy to be back on the race and ready for the first stage tomorrow. Customers will take part in the race, which will take place on the motorcycle category."
customer said first dakar stage and already lot of sand i really enjoy the stage no mistakes and awesome landscapes rally_zone husqvarnaht dafy_moto husqvarnamotorcycles viltais michelinmotorcycle shad_motorcycle_cases furyganofficiel renonceworld idmotion fivegloves shoeieurope fmfvision moracofr updesignmoto kutvek niemannfrey philipsfrance funnelweb_filter philipsautomotivelighting alphanumeriq bbb iponelube wp_suspension barrat_automobiles barrat_automobilies_moulins unibeo gardenicecafe_france thetoolscompany apcenergie cmdata marcyparis boudottp rouerguealu cabinetracine villedemoulins allierdpt ffmoto fivegloves dakarrally,4447854,". Customer said first dakar stage is already dakarrally. The customer enjoys the stage and views. Rally_zone husqvarnaht has already taken place. Fivegloves are already taken care of. Customer is happy with the performance of the stage, scenery and riders."
customer asked hi i have seen you have reviews from product testing by females but no males i am looking to ipl my hair and after reading reviews of the lumea can see no from males how can i support is being a product tester for your health and beauty products to give honest reviews from a male perspective thanks tom. agent said hello tom thanks for reaching out were honored by your will to work together with us and sharing your honest experience with our products here is a website through which you can apply to be one of our product testers in case of any additional questions were always here for you,4447922,Tom is a product tester for Tom's customer. Tom has received reviews from product testing by females but no males. Tom sends customer more information about his product testing experience. Tom gives honest reviews from a male perspective. Tom shares his honest experience with customer about his products with customer. Customers can apply to be product testers.
customer asked your office please jk. agent said hello altaf thanks for your message could you explain which type of help you are seeking we can then advise you on the most suitable details we will look out for your reply. customer said i am shopkeeper i have best rate for philips. customer said and also electracion. agent said thank you for your reply altaf however we are not sure if we understand what do you mean would you mind rephrasing many thanks in advance,4448061, customer asked the office of the shopkeeper for some help. The customer has the best rate for Philips and electracion. The office will look out for the most suitable details for him. The client will send an email to the office in the form of an official complaint.
customer said hi im looking to complain about one of your products how do i do that formally thanks. agent said hello kelly thank you for contacting us if youd like we can try to help you here with any philips product that is troubling you hope to hear soon from you. customer said can you just give me a contact email address please thanks. agent said hello kelly unfortunately we cant share any internal emails if you do not want to do this through us we can share a contact page link with you we hope this helps feel free to let us know if you change your mind were always here for you,4448102,". The customer is looking to complain about Philips product. Kelly will send him a contact email to let him know how to do it. If he changes his mind, he can share an internal emails with Kelly and the rest of Philips about it with him via email."
customer said not effective. agent said hi sukla thanks for reaching out to us regarding your heated straightening brush we are sorry to hear you are not achieving the expected results that must be disappointing we would like to help improve your experience may we suggest placing the selected hair as close as possible to the heated base of the brush to ensure there is good contact with hair for better styling results we hope this helps feel free to reply if you would like further assistance,4448152,Sarah's hair is not achieving the expected results. The customer said it's not effective. The agency suggests placing the selected hair close to the hot base of the brush to make sure there is good contact with hair for better styling results. Sarah will respond if she needs further assistance.
customer said hi. customer said dm me for. agent said hi thank you for contacting us please share with us how we could be of assistance hope to hear soon from you. customer said looking for collaboration. agent said thanks for your interest in collaborating with us and we appreciate that you are looking into this however we are unable to commit to these proposals at this point wishing you a nice day for now,4448153," customer is looking for collaboration with the agent. However, the agent is not willing to commit to the proposals at this point. Customer will send them more information.   Customer will let them know how they can be of assistance.  customer will contact them in the morning."
customer asked how strong is thiswhat are its watts. agent said hello dennis pretty strong at it here starting from ksh and we will deliver it to you also get it at carrefour or naivas supermarkets. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4448181," on social media, Dennis will fill out the survey on customer's request. It will only take a minute to complete it. He will get it from carrefour or naivas supermarkets. It's watts.    the product, but it needs more information. "
customer said hi my tooth brush on button gets stuck. agent said hello matt were sorry about this issue it mus t be quite an inconvenience for you have you tried wiping the handle with a damp cloth sometimes the toothpaste buildup can accumulate there and cause blockage of the power button if this tip will not resolve the problem please share a picture depicting the issue and product details of your sonicare we will then take a closer look at the possible solutions here awaiting your reply,4448189," customer's tooth brush on button gets stuck. If the power button doesn't stop working, he will send a picture with product details of his sonicare to the customer so that they can take a closer look at the possible solutions to solve the problem. If it's not resolved, they will take a look at some more options."
customer said le service philips est une vritable honte ayant achet de la graisse jai t dbit mais rien ne ma t envoy et ils refusent de le faire ce sont des voleurs. customer said le service philips est une vritable honte ayant achet de la graisse pour cafetire jai t dbit mais rien ne ma t envoy et ils refusent de le faire ce sont des voleurs. customer said si vous avez un problme philips vous proposera de racheter le produit mais avec de rduction bravo philips,4448281," customer said the service of Philips is a vritable honte. Customers are dissatisfied with the amount of details. Philips proposes changes to their service to improve it, but customers are not satisfied with this proposal. The service is proposed by Philips to be a bit more reliable."
customer said price. agent said hello thanks for your interest in our heated straightening brush you can find more details on this page feel free to reply if you have any further questions. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. agent said hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,4448328,", but the customer said price. The page has more details on the page. It will take a minute to complete the survey on customer's feedback about the service provided by agent and customer would love to find out more about their experience with their service. They would like to know how they did it."
customer said price. agent said hi jayshree thanks for your comment and interest in our heated straightening brush it looks amazing doesnt it you can find more details on this page feel free to reply if you have any further questions. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer said price. agent said hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,4448329,. customer said price. It will take only a minute to complete the survey. The customer wants to find out more about customer's experience with the service from the page on the page so that they can find out how it went. The page has more details on it.
customer said hello my name is kionna and i am the social media content creator behind i am reaching out because i feel that our brands align well with one another and would make for a great partnership i would love to discuss this more and how we could work together to curate a mutually beneficial collaboration if youre open to this id be happy to send over my media kit which includes my audience demographics and analytics as well as my rates please let me know if you have any questions i look forward to hearing from you kind regards kionna shizak,4448528," kionna shizak is social media content creator behind. Kionna and customer align well with each other. They will curate a mutually beneficial collaboration on how to work on their social media profiles and analytics to curate an audience demographics and analytics. If it works out, they will work on a media kit with audience demographics, analytics and rates."
customer said hello my error was resolved the usps location where i mailed the form made the error it has been rectified my question what is the wait time for the rebate how many weeks thank you. agent said hi kelly were glad that the error has been corrected by usps after submitting the appropriate documents rebate form receipt and upc you will receive the rebate in to weeks stay safe and happy new year. customer said thank you. agent said youre welcome,4448685,". It will take weeks for a form form form to be rectified. The form will be emailed within weeks. If it's done within weeks, Kelly will receive the rebate in weeks from USA Postal Service. Kelly will send the documents rebate form receipt and she will get the rebate within days."
customer said both my husband and i use cpap machines made by your company we found out in july that there was a recall and upon checking with your site both of ours have been affected six months later and not a damn word on when they will be replaced i find it funny how i started using your machine in october then may i get diagnosed with breast cancer not something that runs in my family and months after i hear of the recall as if we dont already have enough on our minds not to mention medical bills we cant afford to not use our machines any longer nor can we buy another one out of pocket please lets get on top of this better and fix this situation and help put everyones minds at ease sincerely tracey kevin kersznowski,4448761, both of the machines made by the company involved in the recall are affected six months after they started using them in October. Both of them are worried about their health. They don't want to use them any more. They are going to take their machines for a product change.
customer said hey i just got the pasta maker and i didnt get the measuring cups is there any way you can send them to me. agent said hello martin thank you for your comment we are sorry to hear about this and definitely want to assist you further with this please reach out to us on social media were available on facebook and twitter one of our colleagues will be able to assist you further there many thanks in advance hope to hear from you soon,4448805," the pasta maker can't be sent to a customer, because she didn't get the measuring cups. The customer will reach out to them via social media to send them to her. They will assist her further with social media as she has just got a new pasta maker and can't find them."
customer asked how much. agent said hello vincent get it here and we will deliver to you. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. agent said hey patsy get your products here through our ecommerce partners they will deliver to you this particular iron goes for,4448808," on social media, Vince will fill out the survey form her customer's request to get an iron for her. It will take her a minute to complete it. The iron will be delivered to her via Amazon's online store. Vince's products will get delivered via their commerce partners."
customer said i have waited months for a replacement this replacement should have been done sooner how long do i have to wait ill be checking if there is a class action suit in play if i get sick or have side effects from using it there will someone contacting you i have to use this every night sharon neff. agent said hi sharon we appreciate that this is a very difficult situation and would like to thank you for reaching out to us about this to see how we could help you best could you share your current country of residence in a private message,4448884,. The customer has waited months for a replacement. If she gets sick or has side effects from using it there will be a class action suit. She has to use it every night. Sharon has to share her residence with the agent.   Sharon will share her current country of residence in private.
customer asked what is this in my house. agent said hello thank you for reaching out to us you have asked a terrific question which we would be more than happy to answer what we can do is ask our product team to take a closer look into this our team will reach out to you as soon as possible thanks in advance. agent said hello were pleased to hear youd like to know more about one of our products our colleagues in the hue team can tell you more about this and you can find them here theyll answer your questions as soon as possible. customer said thanks. agent said youre very welcome feel free to get back to us in case of needing further assistance,4448886," customer wants to know more about one of the products from the company product team. The product team will take a closer look into it and will respond to customer's questions about it as soon as possible, so that he can find them here. He will get back to them in case they need further assistance."
customer asked i have a similar blender but the jug broke can i get a replacement. agent said hello kulthum sorry for that yes you can for repair and spares please reach out to our service centre nabico enterprises on with the model number appears on the base of the product and starts with hr and they will assist. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer said philips home living thank you,4448899, the jug broke so the customer needs a replacement. The customer will send a survey to the service centre nabico enterprises on with the model number to get a replacement for the machine. It will only take a minute to complete the survey. The client lives at Philips home living.
customer asked how we can buy. customer asked send ur contact number please. agent said hello kalpana thank you for reaching out to us unfortunately we are unable to call you however we are more than capable to assist you here could you elaborate on your issue please with this information we could take a closer look into this many thanks in advance. agent said hi kalpana wed like to remind you that were still happy to offer our assistance if there is anything we can help you with feel free to message us. customer said call me. agent said hello kalpana thanks for getting back to us we cant call you unfortunately if you prefer to receive assistance on the phone please call this number toll free from monday to saturday am to pm or sunday am to pm,4448933,"Kalpana is more than capable of assist customer. customer asked how to buy a product from the company how to do it on the phone. The number is toll free from Monday to Saturday am to pm or Sunday from to pm, depending on the availability of more information."
customer said i didnt use it a month even im sorry to say i havent got a receipt this happend when i was shaving so it gave me a little scare your blades are expensive also so should be better than this. agent said even after the blades has passed the expected usage of months they should not break in this manner most likely it received some damaged from package or after which caused the breakage i want to help you send a new but without a receipt there is unfortunately no option to validate the exchange with the warehouse oscar,4449060,". The customer said she didn't use it a month even though she had a receipt. There's no option to validate the exchange with the warehouse oscar without a new but without a receipt, so it's more likely the old one broke in the expected usage of months. The agent said the blades won't break after months."
customer said my simplygo poc auto starts n except power switch all buttons workcant switch onoff tr ied hard reset maybe some setreset issuehighly appreciate if u pls help i uploaded short video. agent said hi kaushal thank you for sharing this issue with us in order to assist you wed like to ask you to reach out to our specialized colleagues you can reach them on the phone by sms or by email we hope this helps thanks,4449133,", but the power switch doesn't work on all buttons. The customer has a problem with resetting the resetting it. Karin will reach out to their specialized colleagues on the phone or e-mail to solve the problem. It will help the customer with a short video."
customer said very bad philips aftersales service agents in albaha region saudi arabia. agent said hello thank you for reaching out were very sorry to hear about your experience please provide us the product name and more details about your issue. customer said i have a screen that suddenly stopped and the warranty is still valid when i contacted the maintece representative he told me that i must send it through the transport companies and on my own account to the city of jeddah knowing that i live in the albaha area and the distance between me and it is km because there is no maintece center in the city of albaha. customer said purchased from eddy company al baha branch,4449251," customer has a problem with a screen that stopped working. When he contacted the maintece representative, he was informed that he needs to send the screen to the city of Jeddah on his own account. The distance between albaha area and the city is km."
customer said i love my hue smart bulbs except when the power flickers in the night and i wake up to all my lights on at brightness. agent said hello x thanks for sharing your experience our colleagues from will provide you with an answer as soon as possible. customer said ill dm you but now that i see the setting i see theres a way to prevent this thats really cool. customer said dmd you i found that power setting but it still does the same thing of turning back on at full brightness its very rare its an issue but at am when the power flickers its a rude awakening,4449256, the power flickers in the night and wakes up to all the lights on at full brightness. customer found a power setting that turns back on at maximum brightness but still the same power setting does the same thing at am. Customer found a solution to prevent this kind of thing.
customer said global arrhythmia market size trends analysis forecasts to request a free sample copy of the report biotronik ge healthcare spacelabs healthcare mylan nv medtronic teva pharmaceutical industries ltd abbott laboratories mayne pharma fukuda denshi nihon kohden glaxosmithkline philips healthcare latinoamrica sanofi upshersmith laboratories llc hillrom novartis international biotelemetry inc globalarrhythmiamarket globalmarketestimates gme marketinsights researchreport marketresearch globalmarketestimates marketreports casestudies market business growth,4449257," a customer wants to request a free sample copy of the report on global arrhythmia market size trends analysis forecasts from customer. Global marketestimates market estimates casestudies market business growth, but according to global market estimation, it's global market trends analysis forecast."
customer said dear sonicare team i am an art director from berlin who works within the field of high fashion from time to time i am introducing brands which i have researched well and think could be interesting to my rather small but highly effective circle of followers throughout my visual introductions i have made several further collaborations happening interview magazin harpers bazaar collaborations with other high fashion brands like moncler etc i would therefore love to test the panasonic diamond and introduce it within my stories to see how far we could go with it best regards alisa,4449272," is an art director from Berlin, Berlin. He's introducing brands to high fashion with his visual designs. He'd like to test the panasonic diamond within his stories to see how far they can go with it. He would like to introduce it to his stories with alisa."
agent said hello apostolos and thank your for the feedback its recommended using the protection comb when shaving more sensitive areas if the attachment was not included in your model then you can buy it directly from our website oscar. agent said hello again my first answer was a general response we give to the most normal issue if you are experiencing cuts in the face then first make sure the blade is not damaged the blade has a glide coating and rounded tips to mininmize the cuts its important to know the oneblade shaver doesnt shave as close as a traditional blade ensuring your skin stays comfortable some users may press the blade too hard in order to get a closer results which can cause cuts lastly try to use shaving cream and water to see if the results become better oscar,4449350, the oneblade shaver is not as comfortable as a traditional blade. The agent said more about the general answer to the problem with facial cuts in the face. Oscar advises agent to make sure the blade is not damaged. Oscar suggests shaving cream and water to check if it makes the results better.
customer said hello how can i check if the product ive brought is an original its a philips lumea advanced thanks. agent said hello georgie thank you for reaching out if you purchased your lumea through our official website or via our trusted retailer you can rest assured that your device is a genuine philips product we hope this helps feel free to ask any additional questions. customer said thanks for your response. agent said were always at your service georgie if youll have any questions or doubts in the future please let us know,4449395,". The Philips Lumea is a philips lumea advanced product. Customers can buy it via the official website or via the trusted retailer. If there are any questions or doubts in the future, they can ask any additional questions with customer about it, as he brought one."
customer said philipss i love only you i want to be with you as soon as posible please i want to leave poland with you as soon as possible please help me care of me please. customer said philipss i love only you i want to be with you as soon as posible please i want to leave poland with you as soon as possible please help me care of me please. customer said philipss i love only you i want to be with you as soon as posible please i want to leave poland with you as soon as possible please help me care of me please,4449417, customer wants to be with Philipss as soon as possible. He wants to leave Poland with her. He asks her to take care of her care while he's away. He will do it in the maximum amount of time so he can get back to her. 
customer said with my bdayxmas moneyvouchers i treated myself to this what is it you ask its a air purifier i suffer with chronic sinus issues sleep apnoea have lung capacity im hoping it helps improve my discomfort sleep fatigue another health thing i have to buy. customer said oooo thank you for the feedback i was worried investing so much in it but ive heard great things about them the price we pay for our health hey,4449509," customer bought an air purifier with her Christmas moneyvouchers. She suffers with chronic sinus issues sleep apnoea and lung capacity. She wants to buy it for her own own health. She was worried about spending so much on it, but has heard good things about the air purifiers."
customer asked hi all kindly assist me in knowing how to sharpen philip norelco shaver blades. agent said hello were glad to know youre interested in philips products to better assist you please provide us the product name. agent said hey check out the above link and let me know if these did help. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4449575, customer asked how to sharpen Philip norelco shaver blades. The product name is Philips product name for her. She will answer the survey form the above link to find out more about it later on. It will only take a minute to complete the survey.
customer said straight in minutes only but it will not stay longerit will stay only for or hours. agent said hi thank you for your comment were sorry that your straightening brush didnt meet your expectations fully wed like to offer you our assistance here could you please share more details on how were you using your device which mode have you selected and how long did you styled your hair for we hope to hear soon from you. agent said hello we were wondering if we can still assist please review these precious tips to obtain better styling results if you are still unsatisfied with your product please let us know send us a private message sharing your product specifications and a proof of purchase well be happy to help,4449628,". The customer said straight hair brush didn't meet their expectations. The device is not long but will last only for or hours. Agent will send them a private message with product specifications and a proof of purchase. If the product is not satisfied with a product, they will review it."
customer said registered back in july and i still havent got a response my nephew said screw it he is going without and he isnt sleeping at all why does a lawyer always have to get involved to get results. agent asked thank you for reaching out to us and sharing your concern salee rest assured that we at philips are taking this matter very seriously and are working hard to set up our repair and replacement programs in the meantime would you kindly share with us your location in a private message wed like to see how we could you assist further,4449681,Philips are working to set up their repair and replacement programs in the meantime. The customer said registered back in July and he still hasn't received any response from Philips. The lawyer needs to get involved to get results. The nephew is not sleeping and can't sleep. Philips will share his location to see how to help further.
customer said do sada nikada nita nisam dobila pa moda se u ovoj godini i to promeni a ovaj poklon bi svakako bio od velike koristi u naem domu. customer said ps odgovor nije neto kreativan ali je iskren. customer said zato to nikada nita nisam dobila na nagradnim igrama odgovor nimalo nije kreativan ali jeste iskren a ako ba moram biti kreativna onda mi je ta spravica potrebna da rasisti oblak dima koji nam donosi naa kotlina,4449770," dobila, godini and customer are meeting tomorrow. They are going to talk about their problems with ps odgovor nogada nita, who wants to talk to zato to do an activity she considers uni nikada to be more sensible."
customer said hi why does your clean home app on android copy the clipboard contents every time your start the app clipboard can contain sensitive information and this app in no way needs to access this data. agent said hi thanks for bringing this into our awareness we kindly recommend that you check the following link in order to obtain detailed information on our app privacy policy if you still have questions please dont hesitate to reach out. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4449994,. Clean Home app on Android needs to access the clipboard contents every time a customer starts using it. The app does not need to access sensitive data. The customer asked questions about privacy policy but the answers are provided in a form survey that will only take a minute to complete.
customer asked happy new year i love philip products they last and last i bought a blender some years back the machine is in good working order but bottle broke how can i get a replacement please. agent said hey esther glad to here it has served well please reach out to our service centre nabico enterprises on with the model number appears on the base of the product and starts with hr and they will assist. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer said thanks,4450034, the machine is in good working order but the bottle broke. The customer wants to buy a replacement. The machine's model number is on the base of the product and starts with hr. The service centre nabico enterprises wants to help with social media to get a replacement for the machine.
customer said good afternoon i have a philips multi groomer i have lost the adjustable head for my groomer rather than buy a whole new unit i want to try and just replace the one head is there anyway i can order one please. customer said i have tried everything. agent said hello rhys thank you for contacting us what a shame that you lost the head part of your groomer but weve all been there dont worry well do our best to assist you here could you please share a model number of your groomer many thanks in advance,4450054, customer lost the adjustable head for her groomer and needs a new one. She will order one. Rhys will share a model number for her client's groomer with the agents involved in the case.   Customer has lost the head part of his groomer but the rest is fine.
customer said unable to see last nights report. agent said hi winston thanks for getting back to us have you contacted our specialists from the dream mapper product support team yet you can reach out to them on if you still have questions feel free to ask. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4450066,". customer said unable to see last night's report. Winston is interested in taking the survey that will only take a minute to complete. If there are more questions, he can reach out to the specialists from the dream mapper product support team on or will answer them on social media."
customer said very nice stage good rythme in sand and dunes my bike is perfect and everything can be perfect but i made a mistake and take the wrong valley at km so i let there some times i still have stage to do well mchphotocz husqvarnaht dafy_moto husqvarnamotorcycles viltais michelinmotorcycle shad_motorcycle_cases furyganofficiel renonceworld idmotion fivegloves shoeieurope fmfvision moracofr updesignmoto kutvek niemannfrey philipsfrance funnelweb_filter philipsautomotivelighting alphanumeriq bbb iponelube wp_suspension barrat_automobiles barrat_automobilies_moulins unibeo gardenicecafe_france thetoolscompany apcenergie cmdata marcyparis boudottp rouerguealu cabinetracine villedemoulins allierdpt ffmoto fivegloves dakarrally,4450156,", but he made a mistake in taking the wrong valley at km. He still has stage to do it.   Customer said it's a nice stage, but some times he still takes it at km too often. The customer said he likes it, but in fact he did not. "
customer said hey struggling to change filter on ro a major hassle was a pain to remove old filter now the new one doesnt lock in place i need just turning clockwise obviously doesnt help. customer said hey struggling to change filter on ro a major hassle was a pain to remove old filter now the new one doesnt lock in place i need just turning clockwise obviously doesnt help oh what i would give for simplicity. agent said hi musheer thank you for reaching out and apologies for the delayed response we kindly ask you to contact us via our direct messages so we can help you further hope to speak to you soon. agent said hello we just wanted to check if you still needed any help feel free to send us a private message as we are more than happy to assist you further,4450313," customer is struggling to change filter on ro. The new one doesn't lock in place so he needs more complicated procedures. He needs to contact them via their direct messages. If he needs any help, he should send them private messages. They will get back to him later."
customer said are they repairablemine is faulty though it gave me very good service. agent said hello njeri depends whats the issue for repairs please reach out to our service centre nabico enterprises ltd on the following numbers and they will assist you to get one check out. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4450454,. The service centre nabico enterprises ltd will help with social media to get one check out if they have a problem with a faulty machine that needs to be repaired. It will only take a minute to complete the survey on social media and it's possible to send an official complaint.
customer asked hi do you have any idea on stock levels for the avent dummies months. agent said hi aayesha thanks for getting back to us were afraid the stock status of this product has not changed since you reached out to us we can imagine how frustrating this situation must be for you but the problem is unfortunately beyond our control thanks for your understanding. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4450750,", but the stock status of the product is not changed since customer reached out to them. customer asked about stock levels for the avent dummies months. agent will help customer on social media to fill out the survey on stock levels. It will only take a minute to complete."
customer asked hi i have damaged my face piece is there a replacement i can order or can i use any other attachment kind regards yasmin. agent said hi yasmin thank you for reaching out can you please let us know which product do you mean. customer asked philips lumea prestige ipl hair removal device. agent said thank you for the prompt response yasmin we kindly ask you to share with us a picture of the damaged face attachment so we can have a better look into this. agent said hi its been hours since your last message were still happy to help so please do let us know if you need further assistance if so it would be great if you could send us another message here well then make sure to get back to you as soon as we can,4450805, customer has damaged his face piece and needs a new one. He asked Philips Lumea prestige ipl hair removal device from their company for help. Yasmin will send an agent a picture of the damaged face attachment so they can take a better look into the issue.
customer said hi do philips ireland have an on line shop i want to purchase the philips prestige shaver new edition and cant find where i can purchase one regards liam kavanagh irish customer. agent said hi liam thanks for reaching out and your interest in our product we do have philips website in ireland but unfortunately the online shop is not yet up and running we recommend that you get in touch with our product team on monday friday our colleagues will be more than happy to assist. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4450976,. Liam Kavanagh is an irish customer interested in the philips prestige shaver new edition from Ireland. The online shop is not yet open. Liam will get in touch with the product team on Monday Friday and fill out the survey on social media to find a website for this product.
customer said hi still not received refund after sending back ipl an extra payment of was taken and i was told it would be refunded back but its been nearly a month. agent said hi sarah thats unfortunate to hear luckily youve come to the right team and wed be more than happy to assist could you share your email address with us so we can handle your request you more efficiently thanks in advance. agent said awesome thanks for your prompt reply we will take a closer look at your request and get back to you as soon as we can. customer said thanks. agent said hi sarah thank you for getting in touch sorry to hear that you still havent received your refund i have left a note to my colleagues in your case kind regards kat. customer said thanks,4451118, still hasn't received a refund for almost a month. Sarah has sent back an extra payment of for an outstanding amount sent back to customer. She will send her e-mail to the correct team. They will take a closer look at her request and will get back to her as soon as possible.
customer said why should we have to wait any length of time i have stopped use of the machine it is un reasonable for us to wait this long please give me a reasonable answer as to what you suggest i need the machine. agent said hi charles we understand that waiting for news about when and how your device will be repaired or replaced can be frustrating while we work to provide patients with a replacement device as quickly as possible we will provide as much information as we are able throughout the process as the situation is constantly evolving we will continue to make sure that both you and your care team have the most uptodate information via email until we are able to ship your replacement device,4451176, the machine needs to be replaced asap as it takes too long to get it done. It's frustrating for Charles to have to wait for a replacement device. The agent will provide Charles with more information via email until the replacement device is shipped. It will take Charles' care team will keep him informed about it.
customer said hi men namn is tove castor and i am beauty editor of premium magazine sweden i walt to get in touch with your marketingpr person can you help me. agent said hello tove and thank you for showing interest in our products at the moment we unfortunately dont accept any more collaboration please contact us again in a couple of months to see if there is an opening oscar. customer said maby you can tell me witch pr office you have for sweden is it still awb. agent said this list might be outdated but most contact should still be relevant maybe you can find the person yourre searching for here oscar,4451178,", customer said to have castor castor and is beauty editor of premium magazine sweden. The client refused to take part in any more collaboration with the company. Customer will contact them in a couple of months to see if there is an opening oscar. The list of people interested in sweden is outdated but still relevant."
customer said hello team. customer asked are you looking for collaboration. agent said hello nehal thanks for your message and interest in collaborating with us unfortunately there are no possibilities for collaborations at the moment we really appreciate you reaching out to us and wish you the best of luck. customer said ok team thank you. customer said kindly connect with me at whenever needed. agent said thank you nehal have a wonderful day,4451275," customer wants to collaborate with the team, but there are no possibilities for such a collaboration at the moment. The team is fine with customer at any time, but has no plans for collaborations now. customer appreciates the interest in collaborating with them and is happy about it."
