Message,Product,Brand,Customer_Query,Problem,Brand_Actions,Brand_Reply,CaseNumber
customer asked philips avent we were just about to graduate to size in the old design is there not a comparable size in the new design. executive replied hi there erin thanks for your comment here the natural response nipple fits all phillips avent bottles when used in combination with the philips avent natural screw ring please note that old and new nipples may have different flow rates even if the number is the same make sure to watch your baby for cues and increase or decrease the flow accordingly hope this helps but please feel free to contact us again if you have any other questions. customer asked philips avent it doesnt really but good try,philips avent,phillips,we were just about to graduate to size in the old design is there not a comparable size in the new design.,customer asked philips avent it doesnt really but good try,the natural response nipple fits all phillips avent bottles,executive replied,4462361
customer asked hey team. executive replied hi ujit how could we assist you today. customer asked hey do let me know if you are looking for any sort of executive promotion campaigns with celebrities im exclusively managing gulshan grover mahima chaudhry mouli ganguly likes. executive replied thank you for your reply ujit currently we are not looking for any new collaboration agreements perhaps we could resume our conversation in the future for now we wish you a great day. customer asked sure looking forward thanks,gulshan grover,gulshan,executive promotion campaigns with celebrities,we are not looking for any new collaboration agreements,we are not looking for any new collaboration agreements,executive promotion campaigns,4462364
customer asked i hate the toy attached to the pacifier it encourages them to have it longer because theres a dang toy my husband bought one for our month old son its going to sit in his toys or be separated as they should be. executive replied hi there emily thanks for your comment and feedback here we really appreciate this were sorry to hear youre not happy with the toy attached to the pacifier we would recommend you to detach the plush toy when your little one starts moving around feel free to contact us again if you have any further questions were happy to help,plush toy,,i hate the toy attached to the pacifier,i hate the toy attached to the pacifier,its going to sit in his toys or be separated as they should be.,detach the plush toy,4462371
customer asked is it continue flow or pluse. executive replied hi there kathleen thanks for your question here the simplygo mini provides pulse dose only the pulse dose settings available are through if you require continuous flow our simplygo provides up to liters of continuous oxygen hope this helps but please feel free to contact us again if you have any other questions. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. executive replied hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,simplygo mini,,is it continue flow or pluse.,continuous flow,continuous flow,continuous flow,4462433
customer asked brilliant shaver however just a shame no one stocks the cleaning pods for its cleaning station i purchased it from boots and they have never stocked them not good philips really on an expensive shaver. executive replied hi there richard thank you for contacting us here were sorry to hear its been difficult to find the cleaning pods for your shaver this must be quite inconvenient for you allow us to take a closer look at this could you kindly share a picture of the product details located on the handle then we can look into the model number and assist you further awaiting your reply,brilliant shaver,philips,brilliant shaver however just a shame no one stocks the cleaning pods for its cleaning station,no one stocks the cleaning pods for its cleaning station,no one stocks the cleaning pods for its cleaning station,allow us to take a closer look at this,4462476
customer asked good ecru my number attachment is now loose and falls off the second i touch my face. executive replied hi there matt were sorry to hear your attachment is loose this must be quite inconvenient for you allow us to take a closer look at this could you kindly share a video of this situation in a private message then we can look into this further awaiting your reply. customer asked philips uk ireland will send in the morning,ecru,philips,good ecru my number attachment is now loose and falls off the second i touch my face.,my number attachment is now loose and falls off the second i touch my face.,philips,allow us to take a closer look at this,4462500
customer asked i want a prestige shaver with popup trimmer the older prestige model had one why do you hate your customers that much i dont know what to do i want a new philips prestige shaver with pop up trimmer. customer asked hello but im not mister philips. executive replied hi there thanks for your message here could you kindly send us the model number for the trimmer you are interested in along with your country of residence then we can check the availability on our website awaiting your reply,prestige shaver,philips,i want a prestige shaver with popup trimmer,why do you hate your customers that much i dont know what to do,customer asked hello but im not mister philips.,executive replied hi there thanks for your message here,4462537
customer asked i need philips viva. customer asked i need philips viva. customer asked induction cooktop. executive replied hi there sayan thanks for your message here and for showing interest in our cooktop did you try to look for this item on other retailers like flipkart awaiting your reply. customer asked i buy it. customer asked with low price. customer asked from philips store. executive replied unfortunately this item is not sold directly through our website therefore we would recommend looking into other retailers hope this helps but feel free to contact us again if you have any other questions,induction cooktop.,philips,i need philips viva.,this item is not sold directly through our website therefore we would recommend looking into other retailers,this item is not sold directly through our website therefore we would recommend looking into other retailers,unfortunately this item is not sold directly through our website therefore we would recommend looking into other retailers,4462578
customer asked i cant find it in pakistan please do advice me where to get it in pakistan. executive replied hi there peter thanks for your message here were sorry to hear the beard trimmer isnt available on the online shop for pakistan yet this must be quite inconvenient we would recommend keeping an eye for the website and sing up for the newsletter so that you are all updated you can also contact our colleagues directly with the information on this link here hope this helps,beard trimmer,,i cant find it in pakistan,i cant find it in pakistan,the beard trimmer,executive replied,4462622
customer asked i ordered a trimmer from flipkart not sure if this is how its packed by the company can you please confirm. executive replied hi pratik thanks for your message congratulations on your new purchase flipkart is an authorized retailer for philips so this packaging should be adequate could you let us know in a private message if you noticed anything strange with the packaging awaiting your reply. executive replied hello we just wanted to check if you still needed any help feel free to reply as we are more than happy to assist you further,trimmer,philips,i ordered a trimmer,could you let us know in a private message if you noticed anything strange with the packaging awaiting your reply.,this packaging should be adequate,executive replied,4462631
customer asked philips any day for kitchen and other domestic appliances do they have a hoovervacuum cleaner. executive replied thank you yes we do order it here and we will deliver it to you. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer asked asante. customer asked arent they all,hoovervacuum cleaner.,,customer asked asante.,customer asked arent they all,we do order it here and we will deliver it to you.,we do order it here and we will deliver it to you.,4462664
customer asked hi philips middle east could you please give me your bahrain office contact for troubleshooting i have an issue with two devices and need help. executive replied hello thank you for contacting us and sorry to know you have a problem with your product to better assist you please share with us your product name. customer asked sure i have two products comfort touch garment steamer and the grind and brew coffee maker. executive replied you can visit the retailer or the service center mohamed fakhro at central showroom old palace road gudabiya manama map from satthur am to pm and pm to pm if you need more help let us know. customer asked thank you,philips,philips,i have an issue with two devices,i have an issue with two devices and need help.,philips,please share with us your product name.,4462683
customer asked works alright definitely still nick my sack nearly every time tho. executive replied hey zack manscaping the groin is a serious business take your time we recommend to use short light strokes always with the sensitive skin guard attached you can also help yourself stretching the skin with the fingers of your free hand if necessary practice makes perfect. customer asked thank you for caring about my scrotum philips norelco. executive replied of course zack we care about our consumers wellbeing from head to toe,philips norelco.,,works alright definitely still nick my sack nearly every time tho.,works alright definitely still nick my sack nearly every time tho.,we care about our consumers wellbeing from head to toe,manscaping,4462712
customer asked is the shaver pouch compatible with the series shavers the website is contradictory on this point. executive replied hi trevor thank you for reaching out to us on the product page of the shaver pouch you can see all the shaver model that would fit unfortunately the series is not listed we apologize for the inconvenience if there is anything else that we can assist you with feel free to let us know. customer asked ok but it does appear in the horizontal scrolling list of product images which us why its confusing. executive replied we understand your point trevor it can be a little confusing and we are happy that we were able to remove all confusion should you have any other questions feel free to reach out to us again at any time we wish you a very lovely day,series shavers,series,is the shaver pouch compatible with the series shavers,customer asked ok but it does appear in the horizontal scrolling list of product images which us why its confusing.,we were able to remove all confusion,we were able to remove all confusion,4462814
customer asked shame on ur service centers and your junk products now this will be published on social media about ur products and service world worst its been more than month till now no one visited. executive replied hi vijay please accept our apologies we are sorry to hear that you are not pleased with the service received this is definitely not what we aim to offer you. executive replied have you been in touch with our aftersales service provider as suggest to you in our private conversation we would like to assist you further and assist you as best as we can,junk products,,shame on ur service centers and your junk products,shame on ur service centers and your junk products,this will be published on social media,we would like to assist you further and assist you as best as we can,4463016
customer asked hi love the sonicare and the app only one issue i brush teeth sometimes before sometimes after midnight this ruins my stats if i could make my toothbrushday go from to or some hours i choose in the settings that would be awesome. executive replied hi sb we appreciate you sharing this with us we appreciate the feedback perhaps our developers team will consider this for future updates to meet the needs of our night owl consumers who still wants to keep the stats running,sonicare,sb,brush teeth sometimes before sometimes after midnight this ruins my stats,one issue i brush teeth sometimes before sometimes after midnight this ruins my stats,our developers team will consider this for future updates to meet the needs of our night owl consumers,executive replied hi sb we appreciate you sharing this with us we appreciate the feedback perhaps our developers team will consider this for future updates,4463166
customer asked interested in delarship for akola maharashtra india kishan rajkumar kothari email phone. executive replied hi kishan we are glad to hear your interest in a cooperation with our executive if you are interested in becoming a reseller of philips you can submit your request directly here on our website in this way it will be faster for you and our colleagues will reply as soon as possible to proceed further good luck. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,philips,philips,interested in delarship for akola maharashtra india,delarship,reseller of philips,becoming a reseller of philips,4463234
customer asked are their issues with the dreammapper app mine has not recorded since dec like the modem quit sending information ive taken modem off machine numerous times and reset it still wont transmit information. executive replied hi bill thanks for reaching out were sorry to hear that your dreammapper has stopped recording information we recommend that you get directly in contact with our product team via the following online form. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,dreammapper,,mine has not recorded since dec like the modem quit sending information,the modem quit sending information ive taken modem off machine numerous times and reset it still wont transmit information.,taken modem off machine numerous times and reset it still wont transmit information.,we recommend that you get directly in contact with our product team via the following online form.,4463313
customer asked do you have the simple shaving machine and how much self shaving machine. executive replied hello thank you for reaching out please visit the following links to see the full range of our products you can buy the products from our retailer on. executive replied please visit the following link to see the products. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,self shaving machine.,,do you have the simple shaving machine and how much self shaving machine.,executive replied hello thank you for reaching out please visit the following links to see the full range of our products,executive replied thanks for our conversation we hope weve been able to help you here on social media,please visit the following link to see the products.,4463329
customer asked hey there i hope you dont mind me bothering you here a pin in the power adapter for my hue lamp broke and i cannot seem to find viable replacements online i am talking about the adapter i should be able to make do with the removable head only are you able to help me out im told you have excellent customer care so i tought of contacting you here thanks in advance. executive replied hello daniele thanks for sharing your experience our colleagues from will provide you with an answer as soon as possible,power adapter,,a pin in the power adapter for my hue lamp broke and i cannot seem to find viable replacements online,a pin in the power adapter for my hue lamp broke and i cannot seem to find viable replacements online,our colleagues from will provide you with an answer as soon as possible,our colleagues from will provide you with an answer as soon as possible,4463549
customer asked how do you unlock extra year of warranty. executive replied hi john you can get a year extra of warranty by registering your product on our website in the first months from the purchase date the offer is valid for selected products we hope this helps feel free to ask any additional questions. executive replied hi it has been hours since your last message just let us know if you still need help so we can get back to you as soon as possible thanks. executive replied hi its been hours since your last message were still happy to help so please do let us know if you need further assistance if so it would be great if you could send us another message here well then make sure to get back to you as soon as we can,executive,,how do you unlock extra year of warranty.,registering your product on our website in the first months from the purchase date,registering your product on our website in the first months from the purchase date,registering your product on our website,4463562
customer asked i bought philips wiz bulb and after months its not working as expected and no one is responding on wiz app chat pathetic support. executive replied hi shailendra thanks for contacting us were sorry about your disappointment with your bulb we suggest contacting our colleagues directly via this website httpstcojdoaqvpvjf we hope this helps in case of any other questions were here for you. customer asked since last days your chat service is doing time pass plz stop this service or do a survey how many calls they have been close its mental frustration. executive replied hi shailendra were sorry about your disappointment in our service unfortunately we cant inform you differently before thanks for your understanding,wiz bulb,philips,its not working as expected and no one is responding on wiz app chat pathetic support.,its not working as expected and no one is responding on wiz app chat pathetic support.,stop this service or do a survey how many calls they have been close its mental frustration.,stop this service or do a survey,4463587
customer asked hi. customer asked i would like to buy a charger for philips trimmer. customer asked can you please guide me to the correct link. executive replied hi shyam thanks for reaching out unfortunately the charger for this specific trimmer model is not available in our website please allow us some time to investigate on the retailers who may still have it in stock and we will get back to you as soon as we can. customer asked thanks for replying. executive replied hi there shyam max chatting here the would be the charger compatible with your device and you can order that right here hope this helps regards max. customer asked thats great thanks max. executive replied youre most welcome shyam,philips trimmer.,philips,i would like to buy a charger for philips trimmer.,the charger for this specific trimmer model is not available in our website,the charger for this specific trimmer model is not available in our website,the charger for this specific trimmer model is not available in our website,4463590
customer asked expensive units and accessories. executive replied hi scott thanks for bringing this into our awareness we are aware that our portable oxygen concentrators may not be at everyones reach that is the reason why our consumers get also the alternative of paying our simplygo mini in monthly installments it may be a pricey device but we can assure you that the benefits greatly out weigh the investment should you need more information on this product feel free to ask,portable oxygen concentrators,scott,expensive units and accessories.,our portable oxygen concentrators may not be at everyones reach,consumers get also the alternative of paying our simplygo mini in monthly installments,executive replied,4463612
customer asked hi there ive got the philips series hair clipper which comes with a stubble comb however i wondered if anyone could tell me if theres a clipper grade comb i can buy to use on this please as thats the only length it cant do any help so much appreciated thank you. . executive replied hi cherry thank you for reaching out wed be happy to help you here is a list of all attachments and spare parts available for your hair clipper we hope this helps feel free to ask any additional questions. executive replied hi its been hours since your last message were still happy to help so please do let us know if you need further assistance if so it would be great if you could send us another message here well then make sure to get back to you as soon as we can,hair clipper,philips,if anyone could tell me if theres a clipper grade comb,if theres a clipper grade comb i can buy to use on this please,philips,executive replied hi its been hours since your last message,4463822
customer asked are these units covered by medicare supplement with a doctors rx of course. executive replied hi chrysalis yes original medicare does pay for portable oxygen concentrators but only in certain situations medicare does not pay for the purchase of pocs medicare only pays for rental of pocs we recommend you speak with one of our oxygen specialists on they can get you in touch with your current provider to discuss your reimbursement options additionally they can help you learn which device might be right for you and to discuss about our various payment options and plans you can find more faqs on insurance answered here,portable oxygen concentrators,,are these units covered by medicare supplement with a doctors rx,medicare does not pay for the purchase of pocs medicare only pays for rental of pocs,yes original medicare does pay for portable oxygen concentrators but only in certain situations,medicare does not pay for the purchase of pocs,4464008
customer asked hi im a dentist i was wondering if you have any electric toothbrush samples i can try i always recommend oral b to my patients as ive tried all the models but never the philips i would love to try and compare. executive replied hello safaa thank you for reaching out to us via the following webpage you can get in contact with us for dental professional support please let us know in case you have any other questions,philips,philips,hi im a dentist i was wondering if you have any electric toothbrush samples i can try,ive tried all the models but never the philips,philips,executive replied,4464125
customer asked only problem is i cant find the replacement blades anywhere. executive replied hi james thanks for reaching out to us regarding the oneblade we are sorry to hear that you are unable to find any replacement blades we will be more than happy to check the availability for you could you send us a private message confirming your country of residence as then we can check the availability in your region looking forward to your message. executive replied hello james we were wondering if we can still help you if so please let us know which onemodel number you have and where you are located well be happy to advise thank you,oneblade,,i cant find the replacement blades anywhere.,only problem is i cant find the replacement blades anywhere.,executive replied hi james thanks for reaching out to us regarding the oneblade,we will be more than happy to check the availability for you,4464187
customer asked attempted to create an account to unlock one extra year of warranty account says processing and fails to respond. customer asked is therea problem. executive replied hi pual thanks for your message regarding creating an account we are sorry to hear that the process does not appear to be successful could you try another browser or close the page completely and try again if the issue persists can you confirm your email address as then we can check things closer for you. customer asked my email address is. executive replied thanks for getting back to us have you tried using another web browser we will wait for your response. customer asked alls well on another browser thanks. executive replied thanks for confirming paul that is great news we are always here if you need further assistance,warranty,pual,attempted to create an account to unlock one extra year of warranty,we are sorry to hear that the process does not appear to be successful,we are sorry to hear that the process does not appear to be successful,we are sorry to hear that the process does not appear to be successful,4464338
customer asked maybe itll give you cancer like the cpap that yall still havent replaced siting next to my bed. executive replied thank you for reaching out to us and sharing your concern travis rest assured that we at philips are taking this matter very seriously and are working hard to set up our repair and replacement programs in the meantime would you kindly share with us your location in a private message wed like to see how we could you assist further,philips,philips,maybe itll give you cancer,maybe itll give you cancer like the cpap that yall still havent replaced siting next to my bed.,we at philips are taking this matter very seriously and are working hard to set up our repair and replacement programs,we at philips are taking this matter very seriously and are working hard to set up our repair and replacement programs,4464512
customer asked hello hope you are well my name is daisy and i work at nation media group we will be having a beauty expo on and of january at westgate mall this is an all inclusive personal care exhibition and we would love for philips to come on board as the peoples choice for hair care we will push the executive and any ongoing campaigns among other activities we believe that the expo will have the right target audience for philips. . customer asked let me know if this is a concept you would be interested in happy to discuss this further. customer asked my number is. executive replied hello daisy thank you for reaching out kindly reach out to adan simpirre marketing manager for more information,hair care,philips,let me know if this is a concept you would be interested in happy to discuss this further.,philips to come on board as the peoples choice for hair care,we believe that the expo will have the right target audience for philips.,executive replied hello daisy thank you for reaching out kindly reach out to adan simpirre marketing manager for more information,4464517
customer asked do you have any video of the duradiagnost. executive replied hi tatenda thank you for your interest in our products we dont have a video of that item but we can send you a link with the relevant information if you tell us where you are located if you prefer to share this information privately you can reach out to us on our social media thank you. executive replied hi tatenda we were wondering if we could be of assistance to you feel free to let us know,duradiagnost.,tatenda,do you have any video of the duradiagnost.,we dont have a video of that item but we can send you a link with the relevant information,executive,hi tatenda we were wondering if we could be of assistance to you,4464676
customer asked hi i have a philips lumea prestige ipl hair removal device for body face bikini underarms. customer asked all number lights are flashing at the same time. customer asked it has been sitting for about a day after charging. executive replied hello izzy thanks for reaching out it looks like the attachment is not in place can you please take it off clean it and put it back on also try resetting your device unplug it and wait for minutes before turning it on again please let us know if this helps. executive replied hi izzy we were wondering if our previous tips has helped you or perhaps you need our further assistance feel free to let us know,hair removal device,philips,all number lights are flashing at the same time.,all number lights are flashing at the same time.,take it off clean it and put it back on,take it off clean it and put it back on,4464838
customer asked pp. executive replied hello nital thank you for your interest in our products please visit the following link for information and price. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. executive replied hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,pp.,,pp.,pp.,executive,executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey,4464858
customer asked hi i have a client who is very interested in working with you who is the best contact. executive replied hello megan thanks for contacting us here and for letting us know about it could you let us know what kind of collaboration this would be of interest to your client thanks in advance. customer asked either paid or gifting would love to talk about options. executive replied thanks for coming back and again for the interest megan unfortunately we do not establish collaboration of this nature on the other hand if being a philips product tester might be something interesting we recommend that you check out our platform at this link thank you. customer asked i saw your add with shawn johnson east we are a management company that does the same thing,philips,philips,either paid or gifting,we do not establish collaboration of this nature,we do not establish collaboration of this nature,we do not establish collaboration of this nature,4464860
customer asked i want to ask material is there in this mask that it is being sold for is it not an __. executive replied thanks for your question regarding the fresh air mask singh the mask has a cover which is made from a mesh material which has been carefully selected from thousands of highquality materials and is designed to allow air to pass through while blocking harmful substances. executive replied the fresh air mask consists of three parts a washable reusable mask cover a replaceable mask filter and a microusb rechargeable fan module. executive replied you can find more information on this dedicated page,fresh air mask,singh,i want to ask material is there in this mask that it is being sold for is it not an __.,the mask has a cover which is made from a mesh material,allow air to pass through while blocking harmful substances.,you can find more information on this dedicated page,4464861
customer asked never shave your nuts with this it will easily cut them. executive replied hello trenton thanks for your feedback we are sorry to hear you cut yourself we hope you are okay have you used the proper attachment to shave your sensitive areas if you want you can tell us more please send us a private message providing the product specifications a proof of purchase and your contact details well be happy to assist you further. executive replied hi trenton we were wondering if you need our help here wed be happy to investigate the matter further for you,attachment,,never shave your nuts with this it will easily cut them.,never shave your nuts with this it will easily cut them.,never shave your nuts with this it will easily cut them.,investigate the matter further,4464862
customer asked hi there i am having difficulties finding a store that has stock of your baby bottles specifically the natural range which makes it tough as my little one is used to avent now why is there such low stock abs this is going to be a problem in future. customer asked chevaune brown have the same problem. executive replied good day tania there is definitely a shortage of stock in south africa at the moment we have had major delays in supply the executive is most certainly still available in south africa but we are waiting for a new shipment if you cannot find what you need instore please contact the supplier directly for assistance medhealth supplies or. customer asked thank you for your response and assistance,baby bottles,,i am having difficulties finding a store that has stock of your baby bottles,chevaune brown have the same problem.,there is definitely a shortage of stock in south africa at the moment we have had major delays in supply,the executive is most certainly still available in south africa but we are waiting for a new shipment,4465084
customer asked how much the platinum. executive replied hi primo pricing of our devices can be found on select a device to find the price of different packages available additionally we recommend you speak with one of our oxygen specialists on to learn which device might be right for you and to discuss our various payment options. customer asked hi sir just text the price why. customer asked philips respiratory wellness yes. customer asked philips respiratory wellness yes,philips respiratory wellness,philips,how much the platinum.,customer asked hi sir just text the price why.,philips,hi primo,4465105
customer asked hi im wondering which wake up light model is the newest available looking for the hf type of lamp but not sure if that is the latest available also wonder if theres one thats compatible with philips hue. executive replied hello natasha and thank you for contacting us i can see you are looking for a wake up light and will do my best to help we are currently not selling hf and the newer refreshed model with all similar functions is here is a link to the website its not possible to change the lamps and they are unfortunately not compatible with philips hue oscar. customer asked thanks,hf type of lamp,philips,im wondering which wake up light model is the newest available,its not possible to change the lamps and they are unfortunately not compatible with philips hue oscar.,its not possible to change the lamps and they are unfortunately not compatible with philips hue oscar.,will do my best to help,4465154
customer asked how much it cost. executive replied hi chandru thanks for reaching out and your interest in our product we recommend that you check the following link to learn about the features and benefits of the fresh air mask as well as the price indication and the nearest reseller to your location hope this helps. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. executive replied hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,fresh air mask,,how much it cost.,fresh air mask,executive,executive replied thanks for our conversation we hope weve been able to help you here on social media,4465204
customer asked does the lumea ipl have slide and glide option. executive replied hi rene thank you for your question and your interest in our lumea ipl devices the lumea is not designed to glide on the skin its rather meant to be pressed against it gently on one spot until the light is released which is when you can move on to a different spot we hope this explanation answers your question feel free to let us know if you have any remaining doubts wed be happy to clarify them. customer asked ok thank you. executive replied anytime rene were here for you. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,lumea ipl,,does the lumea ipl have slide and glide option.,the lumea is not designed to glide on the skin,pressed against it gently on one spot until the light is released,pressed against it gently on one spot until the light is released which is when you can move on to a different spot,4465267
customer asked why are the sonicare bristles falling out so much it happens every morning and i am afraid i am swallowing them. executive replied hi rachel thank you for sharing this issue with us how unfortunate to hear that your toothbrush seems to be loosing bristles this is certainly not something that should be happening and we would like to look into it for us to do so could you please send us a picture of the brush head as well as a picture of the bottom of the handle this will enable us to identify the product details of your brush thanks in advance for your reply. executive replied hi rachel would you mind letting us know if we could assist you any further here if our service is needed please share the details we asked for previously hope to hear from you soon,toothbrush,,why are the sonicare bristles falling out so much,sonicare bristles falling out so much it happens every morning and i am afraid i am swallowing them.,this is certainly not something that should be happening,we would like to look into it,4465274
customer asked horrible customer service i have a toothbrush that is currently not working they will not repair or replace it because i do not have the receipt registered with the app but thats not good enough the only impact is on your wallet. customer asked reminder that your product support is horrible toothbrush i can get repaired. executive replied hi thank you for sharing your experience with us its truly unfortunate to hear that youre not satisfied with our services unfortunately there is not much we can do without a valid proof of purchase we wish we could be of further assistance in this regard should you have any other questions or concerns do not hesitate to get back to us,toothbrush,horrible,horrible customer service,they will not repair or replace it because i do not have the receipt registered with the app,they will not repair or replace it because i do not have the receipt registered with the app,executive replied hi thank you for sharing your experience with us,4465289
customer asked hi would you like me to try and promote one of you philips air mask for exchange of promoting your product. customer asked hi would you like me to try and promote one of you philips air mask for exchange of promoting your product. executive replied hi kevin thank you for reaching out and considering us as a collaboration partner unfortunately we are currently not looking for any new collaboration opportunities perhaps we could resume this conversation in the future thank you for your understanding we wish you a great day,philips air mask,philips,would you like me to try and promote one of you philips air mask,we are currently not looking for any new collaboration opportunities,we are currently not looking for any new collaboration opportunities,executive replied hi kevin thank you for reaching out and considering us as a collaboration partner,4465333
customer asked do you except insurance. executive replied hi denise there are many different types of insurance plans if you have questions about your insurance benefits please contact your insurance company or your current medical equipment provider to determine your benefits we recommend you speak with one of our oxygen specialists on they can get you in touch with your current provider to discuss your reimbursement options additionally they can help you learn which device might be right for you and to discuss about our various payment options and plans you can find more faqs on insurance answered here,medical equipment,,do you except insurance.,if you have questions about your insurance benefits please contact your insurance company or your current medical equipment provider,there are many different types of insurance plans,executive replied,4465365
customer asked equipamento parado. customer asked precisamos de urgncia para o equipamento afim de evitar problemas. executive replied boa tarde foi feito contato pelo cliente bruno notificamos com mquina parada solicitado prioridade no retorno. customer asked ok pois no tivemos retorno at o momento na tentativa sabe o nome da pessoa na semana passada. executive replied tentativa de contato foi no dia pelo nmero especialista fez contato com cliente maciel agora a pouco e informou fui informado que o equipamento esta apresentando erro constante de gerador chamado em tratativa. customer asked ok obrigado. executive replied philips agradece tima semana,philips,philips,equipamento parado.,erro constante de gerador,solicitado prioridade no retorno.,boa tarde foi feito contato pelo cliente bruno notificamos com mquina parada solicitado prioridade no retorno.,4465426
customer asked we have loved your classic bottles since the day my son was born they are getting harder and harder to find now. executive replied hello terri thank you for reaching out were very happy to hear that our avent bottles has proven useful in your household it would be our pleasure to help you locate them could you share your country of residence and a model number of a bottle you are looking for many thanks in advance. executive replied hello terri we just wanted to check if you still needed any help feel free to reply as we are more than happy to assist you further,avent bottles,terri,we have loved your classic bottles since the day my son was born,they are getting harder and harder to find now.,they are getting harder and harder to find now.,help you locate them,4465530
customer asked does anyone monitor this account i need help with the cpap recall i cant get anyone to send me a fedex label to send back the old machine i want it gone. executive replied hello dave and many thanks for your message please consider reaching out to our dedicated support team via the information on the following page here youll also find more general information and updates on the public safety notice,machine,,does anyone monitor this account i need help with the cpap recall,i cant get anyone to send me a fedex label to send back the old machine i want it gone.,cpap recall,executive replied,4465538
customer asked jsut bought a philips series gives a great shave and didnt cost mega bucks you got to be having a laugh. executive replied hi hank thank you for your comment and your honest feedback were more than happy that your shaver is meeting your needs. customer asked roy ainley mornin roy im not saying its a bad product just really expensive all phillips stuff is really good my last phillps gave me years of service the is excellent i wonder how much the replacement rotary blades are. executive replied hi hank we totally understand your point this is why we have a wide range of products which suit all budgets and preferences thank you for engaging with us,expensive,roy,jsut bought a philips series,its a bad product just really expensive,we totally understand your point this is why we have a wide range of products which suit all budgets and preferences,hi hank,4465638
customer asked the new version nipples are the worst my newborn is having to use flow wish you hadnt made changes. executive replied hi thank you for your comment were sorry that the update in the nipple design has brought difficulties for you and your little one if we could assist you in any way here please let us know wed be happy to do so. executive replied hello anna we just wanted to check if you still needed any help feel free to reply as we are more than happy to assist you further,nipples,flow,nipples are the worst,nipples are the worst,the update in the nipple design has brought difficulties for you and your little one,executive replied hello anna we just wanted to check if you still needed any help feel free to reply as we are more than happy to assist you further,4465759
customer asked where can i download a operating manual for a sonicare toothbrush. executive replied hi william thank you for your message wed be happy to help you with your request please share a picture depicting the bottom of the handle of your sonicare this will help us immensely many thanks in advance. executive replied hello william we just wanted to check if you still needed any help feel free to reply as we are more than happy to assist you further,sonicare,,where can i download a operating manual for a sonicare toothbrush.,where can i download a operating manual for a sonicare toothbrush.,please share a picture depicting the bottom of the handle of your sonicare,please share a picture depicting the bottom of the handle of your sonicare,4465783
