Message,CaseNumber
customer said when will i get qet my repacement bipap. agent said hi kelly our intention is to complete the replacement program as quickly as possible in september we communicated that we have initiated replacement programs in the majority of the affected markets including the us and expected to complete the replacement process within approximately months we remain committed to that goal we have significantly increased our production service and rework capacity and are intensifying our outreach to our customers and their patients for more information and updates please visit,4818429
customer said price. agent said hi chaithra thank you for your interest you can find all the information and the price right here have a nice day. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. agent said hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,4818438
customer said i will never stop thanking mr francis kulper who showed me what it means to be sincere never thought i will come across such a trustworthy manager that pay after my bad experience with so called brokers that claim to be legit managers and scammed me at the end mr francis started managing my account i havent experience any regret or stress with my investment im now smiling and joyful i feel so much happiness each time i get my profit im grateful to you mr francis kulper you can contact him on facebook with the below link httpswwwfacebookcomfranciskulper,4818463
customer said hii my name is sanyukta shetye im a instagram influencer my instagram user id_sanyuzzz_ my current instagram followers are my engagement is pretty good i recieve of likes and high reach on story and lot of comments on post i can easily promote any stuff by pictures i came across youre profile and i find youre product quite attractive im interested in collaborating with you and if youre interested let me know reply to this message my contact details are mobile email thank you,4818601
customer said hello i have problems with steam station and vacuum cleaner both we bought previous year gear in budapest please advise where i can bring these devices for check and fixing i am in budapest thank you katya. agent said dear katya sorry to hear that you have problems with your machines we would like to suggest our central repair shop their availabilities are szerviz kft budapest xi kerlet karinthy frigyes t our colleages are available from am to pm and i hope they can help you to solve the issue best regards agi philips social care team. customer said great thank you for quick reply. agent said youre welcome,4818712
customer asked is anyone available to chat. customer said the person who is mentioned above sorry to say is now deceased. agent said hi fran thanks for reaching out were sorry to hear that could you please let us know what youre referring to specifically thanks in advance well be here. customer said giovanna cipolla in your likes is a relative please delete her name. agent said thanks for clarifying that fran we will make sure to do so by closing this conversation we wish you a good day,4818835
customer asked how do i log a formal complaint. agent said hi michelle were sorry to hear that could you please let us know what was the complaint about to better assist you awaiting your reply. agent said were sorry to hear about this and wed like to help could you share a picture of the product details you have found on the device itself the proof of purchasing and your mobile number we will then be able to forward you to the relevant department thanks in advance. agent said hi there michelle we want to follow up regarding your complaint we still wait for your reply,4818910
customer said hiya philips i am trying to process an order on your website for a series beard trimmer replacement part it is showing as unable to process payment card details are all correct on my side wondering if you can advise please. customer said is this item in stock. agent said hi dan thats very strange could you confirm what error code or message pops up it does indeed seem to be in stock. customer said oh its just placed this time for some reason. customer said thankyou for your quick assistance. agent said thats wonderful to hear dan feel free to reach out anytime you need our assistance have a great day for now and enjoy your purchase,4818940
customer asked dear sir hellohow are youhoping the best there we are manufacturersexporters of high quality surgicaldentalmanicurepedicureveterinary instruments and scissors of all kinds we are making these products since last years and export all over the worldsend us your required products list with pictures specification and order quantitiesafter viewing your demand we will give you our best pricesqualityand servicesif you need samples on your request we will make in short time and send you by courierawaiting for your positivecooperative and long term responsethanks regards muhammad ramzan ceo jaani tools industry wwwjaaniindscom sialkotpakistan,4819006
customer said or even make an air fryer that is non stick we bought one of your air fryers and encountered these issues we had to throw it out because its impossible to clean properly very disappointed in your product. agent said hi thank you for reaching out and apologies for the delayed response were sorry to hear youve experienced issues with our airfryer and its regrettable that the device was thrown away as wed be happy to see how we can assist please feel free to reach out to us we are here for you. agent said hello we were wondering if we can still help you please get back to us sharing your model number and a proof of purchase in a private message thank you,4819116
customer said kathy simmons is there much difference in the sizes. agent said hi catharine you can find more information on this link we hope this helps. customer said kaz wall if your struggling this is not even on the radar how do they justify so much for one kitchen appliance at least an oven will cook several dishes at the same time and wont clutter up the bench. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. agent said hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,4819127
customer asked any bottle trade in. agent said hi thanks for reaching out could you elaborate on your query awaiting your reply. customer said trade in old bottles to get discount on new philip avent bottles. agent said thanks for your reply felicia currently there is not an avent trade in option feel free though to sign up to our newsletter to stay informed of any upcoming options if interested you can do so at the bottom of this page we are here if you have further questions. agent said hi felicia thank you for getting back to us if this is a live photo enjoy your bottle trade in promotion if you need any additional assistance feel free to reach out to us,4819275
customer said rarely do i ever reach out but thought you should know i recently purchased a one blade razor for my face at menardsi have tried several electric razor over the last couple years with no luckthe one blade electric razortrimmer whatever you wanna call it is great best trimmer ive used by far leaves the perfect super short stubble thanks jerry eason. agent said hi jerry thanks for much for sharing your really great oneblade experience its wonderful to hear that the razor is being enjoyed so much during your shaving routine we really appreciate your feedback and are always here if you have questions happy oneblading,4819298
customer said scam spam company. customer said yet again i get the notice in my email saying my shipping address is incorrecti am sick of this either ship the machine to my provided address or add my name to the class action law suit. agent said hi bom we appreciate that this is a very difficult situation and would like to thank you for reaching out to us about this to see how we could help you best could you share your current country of residence in a private message. customer said united states city of nauvoo state of illinois zip code of. customer said yes a private message if good,4819425
customer said afternoon each year i host chords crush cancer a musical fundraiser in aid of a shropshire cancer charity lingen davies who looked after my mother before she passed away via breast cancer we won the prestigious errol williams award from the charity in and our last event in feb saw us go past raised i was really hoping you might be able to donate a prizevoucher to our charity auction which will take place at our event on over the years we have gained tremendous support from a whole host of famous names and companies chris ramsey carl hutchison joel dommett bryan adams sir tom jones the ememy artist terry kneeshaw eve jones phil taylor gazza manchester united ooni pizza ovens cazoo and camp bestival to name just a few best regards mark,4819445
customer said good morning my name is anna i am a mother of children and i live in france i am of italian origin i am neapolitan i love france and i love italy i live in france for work reasons my passion is sharing my routine with my followers with some tips i have a relationship of friendship and trust with my audience i would very much like to collaborate with your company as i am sure i can be an excellent resource best regards anna,4819449
customer said we have been trying for months to get replacement pads for our two philips aeds these devices arent cheap you need to support them better our next ones probably wont be philips have to go with a company committed to servicing them with replacement parts. agent said hi chris thanks for reaching out to us we are sorry to hear that you have difficulty finding the replacement parts can you reach out to our colleagues from the dedicated aed team they will be more than happy to assist you further. agent said you can find their contact details at the bottom of this page. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4819489
customer said kristina alexander really they should be fined for their inept handling of the recall i bet they have been furnishing safe devices to newly diagnosed patients ahead of replacing the recalled ones. customer said i see that philips keeps asking for identifying information in this public forum yet they are completely opaque in private my husband has made multiple inquiries and is always asked if he has submitted the information or that he is on a list and should get an email to onfirm his shipping address what a bunch of malarky philips has been copletely incompetent handling the recall. customer asked philips respiratory wellness what is the repair we have been told replacement all along,4819564
customer said still waiting a year and counting on my replacement phillips bipap machine i see they have no trouble manufacturing new ones to sell in apnea supply companies but no replacements for the defective units they have sold to thousands including me very little trust in this company phillips. agent said hi roy thanks for your message and sharing your concerns please find more information on our support page where you will also find the details to reach out to our dedicated support team theyre happy to see how we can help you further with this,4819862
customer said i am sure this equipment is well and good but leaving millions of users of your bipapcpapventilators with potentially cancer causing defects is unconscionable many months of waiting and no resolution. agent said hi we appreciate that this is a very difficult situation and would like to thank you for reaching out to us about this to see how we could help you best could you share your current country of residence in a private message. customer said usa. agent said thanks for coming back we would advise you to reach out to the phone number shared on the dedicated support page this specialized team can support you with any further questions or concerns,4819891
customer asked how much cost. agent said hi easwaran thanks for your comment we appreciate your interest in the series sonicare this device is only available from other retailers so we advise you to check the links on the product page we hope this helps but feel free to let us know if you have any other questions. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. agent said hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,4819924
customer said get sharp looks with sharp philips grooming trimmer get this trimmer directly from the link available in my bio reels reelitfeelit reelsvideo viral trending mensfashion mensgrooming wristwatch frenchconnection philips mensgrooming menfashion fashionblogger blogger chandigarhblogger influencer fashionable amazonfashionin amazonfashionweek amazondotin amazonindia menswear formals menwithclass classy,4819945
customer said hi on your website regarding the philips lumea prestige is not suitable for the underarm and bikini area but loeer down when comparing the ipl products. agent said hi radhika thanks for reaching out were sorry if you find the information on our website a bit confusing or contradicting the can indeed also be used for treatment of more sensitive areas such as bikini and underarms this information is also visible under technical specifications on the product page we hope this is helpful please let us know if you have any other questions well be happy to assist you. customer said okay thanks. agent said you are more than welcome radhika,4819953
customer said coming up on year of not being able either one of my two cpap machines when are you philips going to repair my machines that i paid grand on. customer said coming up on year of not being able either one of my two cpap machines when are you philips going to repair my machines that i paid grand on. agent said hello and thanks for reaching out james if you have registered your product via the portal on our website we will consult with your dme to see who will manage your replacement if they authorize us we will reach out and update you on the status and the timeframe this is a necessary step and might take some time,4819954
customer asked do you do fosters. agent said hi charley thanks for your question regarding the perfectdraft the kegs are not available for purchase directly our website but the retailers in your region will be able to advise you further we hope this helps. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. agent said hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,4820154
customer said hello. agent said hi brian thanks for reaching out what can we help you with. customer asked love to see how we can include you into our celebrity event in the hamptons this summer is there a good person to connect with via email. agent said thanks for your invitation brian unfortunately we are unable to commit to these proposals at this point wishing you a nice day for now. customer said thank you is there a way to donate product towards the charity celeb gift bags. agent said unfortunately we cannot commit to this at this time hope you have a nice day,4820193
customer said norelco disappointing. agent said hello gary thanks for your comment we are sorry to hear of the disappointment is there something which we can help you with feel free to send us a private message with details of any issue or if you have questions as we are always here to help. agent said hello again gary we were wondering if there still was anything that we might be able to assist you with please reach out to us if this is the case hope to hear from you soon,4820195
customer said i wanted chef_kenny_chye so bad today but i just spent upgrading my piaggio so i made a teriyaki glaze with soy sugar mirin lemon ginger garlic agave and sesame seeds heated it up let it cool coated firm tofu in cornflour cornstarch and air fried in philips until golden then coated in glaze and finished put it on top of baby spinach with the teriyaki as dressing covered in pineapple shredded carrot and guess what it was delicious kennys still better but this wasnt bad at all vegan lasvegas recipes foodphotography foodporn cooking reallykarel gay lgbtq podcasts vegetarian plantbased planetbased earthbased,4820273
customer said youre never too old for a video call shaving lesson with your dad ad i sent my dad the philipsnorelco shaver for fathers day to help upgrade his shave and then called him up to shave together like we did when i was a kid my dads been using philipsnorelco products for as long as ive been alive and used to let me play along with my pretend razor when i was little he loves that the philips norelco shaver is quiet and wont wake up the whole house when hes getting ready for work i love the popup trimmer for creating the perfect mustache ive got a little more facial hair these days but thanks to philipsnoreleco this shaving ritual with my dad is still the same even from opposite sides of the country,4820325
customer said hi again so i ended up buying the diamond clean with accessories from costco but the product on the handle isnt in the list on your website so i am not able to register it please help thanks. agent said hi joanne nice to hear that you bought this model we hope youll like it the model number you need in this case is we hope that works out. customer said hello thank you for the quick response. agent said youre welcome have a nice day,4820406
customer said dear philips i have bought a toothbrush from the philips website in november unfortunately i deleted email which contained a receipt i have got a bank statement with the date and amount spent is it possible for you to find my order in the system and provide me with the proof purchase i would be very grateful thank you. customer said details olga divakova address flat renaissance court rosehill avenue sutton email. customer said thank you very much. agent said youre welcome have a nice evening,4820409
customer said hi. agent asked hi there how can we help you out. customer said ive purchased a cpap machine in order but my father didnt like it at all as very noisy and its air not comfortable so he stopped using it after a while then by sudden philips sent me a letter about health devices malfunction and our device is infected so i filled a form under number to end this i need my money back. agent said hello anas and many thanks for your message please consider reaching out to our dedicated support team via the information on the following page here youll also find more general information and updates on the public safety notice,4820420
customer said do you offer discounts for dental office managers. agent said hi marisa thank you for reaching out could you share your country of residence that way we can get you in contact with the right team to help you out with this. customer said us. agent said thanks for sharing we will forward you to the local team so they can have a look at it for you they will get back to you right here in this chat take care. agent said hello marisa this is paul thank you for your interest with our product our website offer a off on your first order yet to check if theres an exclusive coupon for dental professional please contact our dedicated team at theyre open from monday friday am pm est excluding major holidays have a nice day. customer said thank you. agent said youre welcome,4820496
customer said you folks should make an ios widget for the hue lighting app just saying. agent said hi emily thank you for reaching out and providing us with useful feedback could you share your country of residence with us that way we can forward your sentiment to the local team. customer said the us. agent said thanks for sharing emily we will make sure to let the team know about your feedback thanks again and have a nice day,4820616
customer asked may i please have a number to contact phillips. agent said hi susan you sure can could you let us know your country of residence could you also let us know for which product you want help. customer said usa sonicare air flosser. agent said thanks for sharing in that case you can contact the team at monday sunday am pm est they will be happy to help you out. customer said thank you. agent said youre welcome have a nice day. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer said done,4820661
customer asked yall got any razors to cut my balls. agent said hi there andy we do have the oneblade that is suitable for the more delicate parts but be sure to get the protective guard attachment we wouldnt want anything to happen down there if you could share your country of residence we can point you in the right direction. customer said thank you. agent said youre welcome andy. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer said done,4820685
customer said they are not respondingi have a powerbank issue but the philips care numbers are not reachable guys be careful about philips care bcz they are not supporting to the customers. agent said hi there thank you for reaching out were sorry to hear youre having trouble connecting with the team but wed like to help could you let us know what product this is about alongside your country of residence that way we can have a look at what we can do for you,4820708
customer said the sci fi programmes deadline has been extended transitioning from academic research to working in the industry can be challenging this programme seeks to ease this transition and provide you with the right skills apply by june uniwersytet medyczny w odzi medical university of gdask kbenhavns universitet university of copenhagen boehringer ingelheim dex innovation centre roche diagnostics philips freshblood madopa maastricht university nui galway friedrichalexanderuniversitt karolinska institutet barcelona institute of science and technology bist medicen institute for bioengineering of catalonia ibec institut minestlcom business school centre for genomic regulation crg institute for research in biomedicine irb barcelona,4821121
customer said hello philips i came across your page i being an actor and influencer could help you achieve good sales looking forward for good collaboration. agent said thanks for your interest in collaborating with us rushal and we appreciate that you are looking into this however we are unable to commit to these proposals at this point wishing you a nice day for now. customer said thank you have a nice day,4821167
customer said noble finance we offer the following types of loans below from up to debt consolidation loan to buy your house loan business loan personal loan home loan car fice commercial loans investments loans blacklisted can apply no credit check debt review or court order can apply etc can apply requirements needed for loan to be approved colour copy of id valid passport latest months bank statement latest payslip ck business profile for business loan latest proof of residence this company is registered and authorized loan firm and we offer loans to all blacklisted citizen no credit check loan offer at interest rate apply now with your id number full names amount of loan with your cell phone number contact us by email whatsapp or call or fax number,4821171
customer said they leak the nipples dont work out anymore the vents break we just dont use them anymorepain to deal with it we use a different brand now. agent said hello sabrina we are sorry to hear about your experience and your feedback has been noted please know that you can always come to us for help questions or want to leave feedback if you ever do decide to come back to us and hope you have a nice day,4821201
customer said i cant wait to try more recipes with the philipsallinonecooker nutriu philipshealthymeals philipshome perimaskitchen vlog. customer said a match made in heaven is my philips airfryer my philips allinone cooker philips home south africa. customer said margherita pizza hack using a tortilla airftry tortilla flip i used a tomato jalapeo relish on my base then add grated cheddar cheese or mozzarella sprinkle origanum enjoy who else got an airfryer coz of me welcome to the airfryer club airfryerhack tortilla philipshome perimaskitchen fathersday airfryerrecipe airfryerrecipes philips home south africa,4821314
customer said if you want to be a content creator the first thing you need to do is to create content find products that you use and take photos of it or videos and reviews create a portfolio and pitch on brands someday you will do great and big things but start by creating everyday you will learn and you will grow i just hope i also grow in terms of height one can only dream also this is not an ad for philipshomelivingsuomi hi this is to show off my french fries socks,4821348
customer said why was the discontinued i saw the letter that was sent out were the parts not available because of covid. agent said hi nicholas unfortunately were unable to answer your question as this product belongs to a different division within our company we recommend that you reach ou to our dedicated colleagues on for further assistance hope this helps. customer asked what division are the heart start defibrillators. agent said thank you for your question nicholas we recommend choosing emergency care resucitation we hope this helps,4821377
customer said tell me your hair straightener brush price. agent said hi arisha thanks for reaching out and your interest in our product could you share your country of residence so we can assist you more efficiently awaiting your reply. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4821404
customer said this light is built of a highquality aluminium pressure diecast body that is multicoated with highquality body paint giving it a great gloss and allowing it to withstand the conditions only available on apkainteriorcom evok pepperfry urban ladder wooden street philips india lightdesign lightingideas designer portrait lightroom photographer music architecturallighting modernlighting modern wedding photoshoot photo interiorlighting instagram outdoorlighting style vintage lightinginspiration interiorstyling nature fashion handmade electrical model like canon interiordecor electrician,4821468
customer asked how much. agent said hello were glad to know youre interested in philips products to better assist you please provide us with your country of residence. customer said kuwait. agent said our products are sold at xcite stores and also on their online store share product direct link from xcite. customer said can you please send me that link in dm thank you so much. customer said hello. agent asked hello please visit the following link. customer said thank you so much,4821481
customer said philips norelco does the have an interest free monthly payment plan seens kinda pricey. agent said hi larry thank you for your question unfortunately we do not provide such a service at this time but to help you out we can recommend you to sign up for our newsletter to be notified of upcoming offers and you even get a coupon for our store in most countries you can sign up by following this link and scrolling down hope this helps but if you have any other questions let us know have a nice day. customer said philips norelco yes i would like to know the improved features. customer asked todd saboff how much was it,4821504
customer asked what is your phone number. agent said hello ishika thank you for reaching out to us we would love to help you but could you elaborate a bit on your question hope to hear from you soon. customer asked i want a hair straightener. agent said welcome back ishika thanks for showing interest in our hair straighteners you can find the different models and the retailers that have them here hope this helps,4821518
customer said just bought your sonicare toothbrush and appaled at the waste of paper included the warranty in every language under the sun as is the booklet of pages of which one page was of any use i know it is recycled paper but surely in this day and age yoi can do better. agent said hi thank you for reaching out to us about this concern really appreciate customers like you that help to keep us accountable id be happy to register this as a complaint in our system would you like us to provide you with any other assistance or support. customer said thats it thank you,4821684
customer said not happy with it the shape of the trimmer covers are super inconvenient and pop off botching your beard the blade goes dull in no time and usually breaks before that and the replacement blade is too expensive. agent said so sorry to hear of this issue we would like to look further into this the trimmer covers should not be popping so easily could you walk us through how you shave wet or dry and elaborate further on your experience via private message we will be awaiting your reply. agent said were still here to assist if you need our assistance feel free to reach out,4821702
customer said with over entries from countries we were truly overwhelmed with the quality of the work and are proud to have played a part recognising the years most unforgettable unique and unsung moments in music photography a big thank you to our judges rankinarchive sachalecca jillfurmanovsky moses danascruggs and isabelagarvey and to our amazing partners hennessy adidas bowerswilkins and philipstelevision for making this happen see the full gallery of nominees and winners at link in bio,4821728
customer asked i need help with a promo code. agent said hi stacey thank you for reaching out to us sorry for the delay it has been quite a busy day for us but we are here to help now could you check if there is a space added after the code could you also see if you can just retype the code instead of copy pasting it and see if that makes a difference awaiting your reply. agent said hi stacey were still here to help feel free to reach out were eager to assist you further. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4821831
customer said hey this is nikhil ad hope this finds you well your presence here is appreciated im a product photographer i have been doing this work for the past years with subhangi ad as a product photographervideographer i have attached some pictures for your reference please check them out and let me know if you are looking for a product photographer for your brands products i would love to work with you feel free to connect with me at phone whatsapp email insta id thanks looking forward to hearing from you here is my work,4821886
customer said hi may i enquire for philip avent natural teat is there still anymore months grown up available or avent no more produce this months teat i have been searching all the website but unable to find any. agent said hi evelyn thank you for your message unfortunately the product has been discontinued we recommend using the teat instead there are also cups to cater to older babies here. agent asked hi evelyn do let us know if you have any other questions always happy to help. agent said hi evelyn we will be closing this chat as there is no response feel free to reach out again if you have questions thank you and have a great day. customer said alright tq,4821912
customer asked what about flossing. agent said we also have specific hygiene flossers we can recommend. agent said were still here if you need assistance feel free to reach out were always here to help. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4821959
customer said totally ignoring the fact that i was billed for something a month ago and it has not shipped does this link work for you the website i am supposed to use to cancel my autobillingnonshipping subscription is beyond broken. agent asked hi thank for reaching out wed like to see how we can best assist you further could you confirm your subscription number email and country of residence via direct message awaiting your reply. agent said were still here to help if youre still facing the issue feel free to reach out at any time. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4822075
customer said hi team i need a help for a product that i ordered. agent said hi thanks for reaching out to us could you please share your order details and let us know what assistance you require. agent said hi were still here to help let us know if you still need us. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4822120
customer asked roy freeman here too sure glad the bad ones can only kill us wtf. customer said philips respiratory wellness patient safety is our top priority hahahaha unless it involves taking care of older loyal customers compared to selling new ones to new suckers puddings in the proof and your lack of prompt action is definitely proof government out to step in and rip you a new one for your customer disdain when it comes to safety,4822136
customer asked hii philips helpline my character isnt working since today i brought it may can you help me out please. agent said hi prakash we are sorry to hear you are having issues with your trimmer we would love to help you out feel free to reach out to us in private at any time hope to hear from you soon. agent said hi were still here to help if you need us feel free to let us know. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4822156
customer said your dogshit product being incapable of working is keeping me from a wake for a friend today disgusting quality disgusting company disgusting people. customer said day old razor that is full charged and only turned on one time not a giant waste of money and time at all gonna go ruin the remembrance of a good person with a half shaved face because you guys want to make bad products because who gives a fuck about customers gross. customer said thanks. customer said for real hope some guy or very manish woman that works there needs to go half shaved to their awful kids school or a wedding or like me a regretfully paying customer a god damn wake. customer said make a decent product you lazy greedy fucking cunts,4822186
customer said mary muter i just ordered another to get off at beer hawk a back on each returned keg i start with the decent drink then go on to the cheaper supermarket cans off on beer hawk rather than a here shame it wasnt still may as i could have given a code n got squids voucher. customer said mary muter no prob i will say it is more expensive than a can but cheaper than a pint down the local if you have a spare few squids then worth it if you like a quality tasty drink read the reviews on the site plus the i ordered yesterday are here now excellent service,4822189
customer said we bought one for our daughter awhile ago and it broke within a month of useweve always used the regular adult ones without a problem but im not sure id buy another kids one. agent said hi sorry to hear about this wed love to look into this further to see if we can provide you with support please feel free to reach out to us via private message with the model number and information on your kids sonicare hope to speak with you soon. agent said were still here to help feel free to let us know if you still need our assistance well be here,4822226
customer said hi. agent asked hi how can we assist you today. agent said were still here to help you if you need us. customer said yes but sorry iam pakistani ma order nhi karsakti. agent said hello thanks for getting back to us we are not sure we understand your question can you please elaborate a bit there is the possibility to speak with the philips support team in your language if you like please call or thank you. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4822230
customer said terrible company cant get a return call generic emails some emails dont contain text nobody answer the phone no wonder they get a out of for quality. agent asked hi willy thanks for reaching out could you elaborate on what your issue is and how we can provide you support awaiting your reply. agent asked we are still here to help feel free to let us know how we can help. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4822415
customer said we are reaching out to you with a proposal of paid promotion of phillips products specifically the trimmers. customer said we have subscribers as of now and we are looking to collaborate with you for our next project. customer said do connect with us at. agent said thanks for your interest in collaborating with us vivid we appreciate that you are looking into this however we are unable to commit to these proposals at this point wishing you a nice day for now,4822440
customer asked it is the best terrific picture ambilight unbelievable. agent said h bobby thanks for taking the time to share your thoughts and feedback with us were grateful for your honest feedback and were glad you feel were on the right track best regards philips tv consumer care. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4822571
customer said bought my ambilight in fantastic picture quality to get the most out of it you have to tinker with the settings but once done its great ambilight adds fun to the viewing experience. agent said dear veqas thank you for your message we are pleased that you have such a good experience with philips tv if you will have any questions dont hesitate to contact us best regards philips tv consumer care. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4822626
customer said year agoi was diagnosed with heart arrhythmias atrial fibrillation afib which lead to a fluttering in the chest a racing heartbeat tachycardia a slow heartbeat bradycardia chest pain shortness of breath i use different types of treatment and medication crtantiarrhythmic drugs which helped but didnt cure methen i came across a herbal partictional doctor who helped me get rid of my arrhythmias with his herbal medication you can contact him on his mail at or message him on whatsapp,4822680
customer said hi i work on philips health systems in cambridge i just came back from mat leave and my baby loves avent bottles. agent said hi leslie what a cutie you have there and he has good taste in bottles if you ask us we hope your maternal leave has been good for you and we wish you and your little one the best. customer said thank you i work in central marketing on the digital team for health systems let me know if you ever need content of baby with avent products. agent said that sounds like an interesting job we wish you all the best and we will think about you when we need the content the cute picture of your little one surely helps have a nice day,4822695
customer asked please replace my recalled cpap been a yearstill waiting brutal company. agent said hello we appreciate the urgency of the situation so please wed like to make sure and check if youve completed the registration process via our website if so and if your dme authorizes us to replace the device we will update you on the status and expected timeframe this might take a little time unfortunately but is necessary for us to move forward,4822721
customer said is this kg. agent said hi necia you can prepare of food in this model the airfryer itself is around if you have any other questions feel free to let us know. agent said thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. agent said hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,4822810
customer said noits very bad modeli knowusedam so bad feeling till shavings. agent said hi john were sorry to hear you dont like the model could you send us a private message and elaborate a bit we might be able to help you out. customer said philips norelco ohpleasedont mentioni bought another very good i like thatits better than before. agent said thats good to hear john were glad you like that model have a nice day,4822837
customer said still cant get the brush off to change it cant find receipt husbands as well heard this was a problem on some models. agent said hi lynn wed like to help you out but were not entirely sure what you mean could you send us a private message and elaborate that way we might be able to help you out. customer said philips sonicare i did a few months ago and you told me i had i to find the receipt use them for months bought additional heads just couldnt change them cant get the old ones offyou then offered me off on new ones. agent said alright lynn in that case unfortunately if youve already been in contact with our colleagues theres nothing else we can do we apologize for the inconvenience have a nice day,4822838
customer said phillips can not be trusted still waiting after a year for a replacement cpap that was recalled ive already jumped through all the hoops with no avail i bet phillips can supply new customers its all about the money i will no longer buy the supplies for a cpap that is bad i will clean my mask and tube until i get a new machine philips has lost the trust of many customers i wonder how many customers have died in the past year waiting for a replacement no need to replace those keep going after the buck youre terrible,4822850
customer said had to order new charger as mine on new toothbrush does not work not happy. agent said hi carolyn were sorry to hear about that wed like to look into this for you could you send us a private message with your country of residence alongside your proof of purchase that way we can look at our options we hope to hear from you. customer said got defective charger with new brush beware. agent said hi carolyn just a reminder that we replied to your last comment and are happy to help feel free to send us a message so we can take a closer look hope to speak to you soon,4822879
